"","Annot","Term","Annotated","Significant","Pvalue","Padj","GeneID"
"GO:0050896","GO:0050896","response to stimulus",9901,83,1.45964410879089e-06,4.33232184222642e-05,"Pid1,Efhd1,Steap3,Rassf5,Nfasc,Sox13,Grik2,Pttg1ip,Pfkl,Hsp90b1,Dbnl,Unc119,Itga3,Spop,Phb,Slc9a3r1,Itgb1bp1,Fbln5,Hsp90aa1,Klf6,Ntrk2,Prkcd,Stab1,Sh3bp5,Npr3,Rangap1,Adamts20,Arid2,Nr4a1,Slx4,Trap1,Sdf2l1,Tead3,Cdkn1a,Hspa1b,Hsp90ab1,Syt4,Ecscr,Spry4,Sh3tc2,Lrp5,Fads1,Dock8,Scd2,Mvb12b,Nr4a2,Gorasp2,Itgav,Mapkbp1,Shc4,Sema4a,Cers2,Bcl9,Sort1,Celsr2,Sigmar1,Frmpd1,Foxd3,Cldn19,Mfsd2a,Slit2,Card11,Smurf1,Hsph1,Tgfa,Ret,Ccnd2,Cadm4,Mag,Zfp536,Plekha4,Ldha,Pde2a,Sorbs2,Myo9b,Nfat5,Egln1,Ncam1,Rdx,Rab8b,Dag1,Plxnb3,Itm2a"
"GO:1902532","GO:1902532","negative regulation of intracellular signal transduction",534,14,1.47400960598442e-06,4.33850160694749e-05,"Pttg1ip,Itga3,Phb,Slc9a3r1,Itgb1bp1,Prkcd,Trap1,Spry4,Mapkbp1,Slit2,Hsph1,Pde2a,Egln1,Dag1"
"GO:0010605","GO:0010605","negative regulation of macromolecule metabolic process",2888,36,1.72108924282337e-06,5.02387372367945e-05,"Pid1,Sox13,Tet1,2610008E11Rik,Cnot6,Spop,Phb,Itgb1bp1,Fbln5,Ntrk2,Prkcd,Sh3bp5,Hnrnpc,Ndfip2,H1f0,Zc3h7b,Nr4a1,Slx4,Cdkn1a,Hspa1b,Hsp90ab1,Spry4,Lrp5,Nr4a2,Itgav,Mapkbp1,Foxd3,Cldn19,Slit2,Pan3,Snd1,Cadm4,Zfp536,Pde2a,Slc7a5,Itm2a"
"GO:1901576","GO:1901576","organic substance biosynthetic process",5498,55,1.77195618323249e-06,5.12827927735943e-05,"Trak2,Chpf,Pid1,Sox13,Lbr,Chst3,Tet1,2610008E11Rik,Gal3st1,Cnot6,Spop,Phb,Ormdl3,Itgb1bp1,Mboat2,Fbln5,Hsp90aa1,Klf6,Hexb,Prkcd,H1f0,Arid2,Nr4a1,Slx4,Trap1,Igf2bp2,Tead3,Cdkn1a,Hsp90ab1,Lrp5,Fads1,Scd2,Nr4a2,Rpn2,Cers2,Bcl9,Celsr2,Foxd3,Elovl1,Mfsd2a,Zfp664,Card11,Pan3,Hsph1,Impdh1,Ret,Zfp536,Ldha,Pcf11,Pde2a,Nfat5,Aars,Egln1,Itm2a,Brwd3"
"GO:0042325","GO:0042325","regulation of phosphorylation",1277,22,1.78589567133412e-06,5.12827927735943e-05,"Pid1,Unc119,Phb,Slc9a3r1,Itgb1bp1,Hsp90aa1,Ntrk2,Prkcd,Sh3bp5,Wdfy2,Cdkn1a,Hsp90ab1,Spry4,Lrp5,Cldn19,Slit2,Hsph1,Tgfa,Ret,Ccnd2,Cadm4,Dag1"
"GO:0031324","GO:0031324","negative regulation of cellular metabolic process",2521,33,1.80298226756148e-06,5.13559142663479e-05,"Pid1,Sox13,2610008E11Rik,Cnot6,Spop,Phb,Ormdl3,Itgb1bp1,Fbln5,Ntrk2,Prkcd,Sh3bp5,Hnrnpc,H1f0,Nr4a1,Slx4,Trap1,Cdkn1a,Hspa1b,Hsp90ab1,Spry4,Lrp5,Nr4a2,Itgav,Foxd3,Mfsd2a,Slit2,Pan3,Cadm4,Zfp536,Pde2a,Fez1,Itm2a"
"GO:0010467","GO:0010467","gene expression",6103,59,1.87667737364877e-06,5.30273958698195e-05,"Trak2,Pid1,Sox13,Tet1,2610008E11Rik,Sh3pxd2b,Cnot6,Itga3,Spop,Phb,Itgb1bp1,Fbln5,Hsp90aa1,Klf6,2210016F16Rik,Ntrk2,Hexb,Prkcd,Hnrnpc,Ndfip2,H1f0,Zc3h7b,Arid2,Nr4a1,Trap1,Igf2bp2,Tead3,Cdkn1a,Hsp90ab1,Lrp5,Nr4a2,Itgav,Mapkbp1,Shc4,Bcl9,Sort1,Celsr2,Foxd3,Cldn19,Slit2,Hnrnpdl,Zfp664,Card11,Pan3,Hsph1,Snd1,Ret,Prx,Zfp536,Pcf11,Pde2a,Nfat5,Aars,Slc7a5,Egln1,Rdx,Rbm5,Itm2a,Brwd3"
"GO:0033554","GO:0033554","cellular response to stress",1821,27,1.89841523177605e-06,5.32158936399445e-05,"Efhd1,Steap3,Grik2,Pttg1ip,Hsp90b1,Spop,Fbln5,Hsp90aa1,Prkcd,Arid2,Slx4,Trap1,Sdf2l1,Cdkn1a,Hspa1b,Hsp90ab1,Fads1,Nr4a2,Gorasp2,Mapkbp1,Cers2,Sigmar1,Mfsd2a,Smurf1,Hsph1,Mag,Egln1"
"GO:0044087","GO:0044087","regulation of cellular component biogenesis",989,19,2.02389163025328e-06,5.62864979374378e-05,"Dbnl,Sh3pxd2b,Cnot6,Ormdl3,Itgb1bp1,Hsp90aa1,Ntrk2,Prkcd,Slx4,Hspa1b,Sema4a,Cldn19,Slit2,Pan3,Fez1,Ncam1,Rdx,Dag1,Plxnb3"
"GO:0048583","GO:0048583","regulation of response to stimulus",3973,44,2.19838355302597e-06,6.06616461663104e-05,"Pid1,Efhd1,Steap3,Sox13,Grik2,Pttg1ip,Itga3,Spop,Phb,Slc9a3r1,Itgb1bp1,Fbln5,Hsp90aa1,Ntrk2,Prkcd,Adamts20,Arid2,Trap1,Hsp90ab1,Spry4,Sh3tc2,Mvb12b,Nr4a2,Itgav,Mapkbp1,Sema4a,Cers2,Frmpd1,Cldn19,Slit2,Card11,Smurf1,Hsph1,Tgfa,Ret,Cadm4,Zfp536,Plekha4,Pde2a,Myo9b,Nfat5,Egln1,Ncam1,Dag1"
"GO:0051129","GO:0051129","negative regulation of cellular component organization",722,16,2.28194028463e-06,6.24791712039781e-05,"Trak2,Tet1,Unc119,Itga3,Itgb1bp1,Prkcd,Slx4,Syt4,Itgav,Sema4a,Cers2,Slit2,Mag,Fez1,Rdx,Plxnb3"
"GO:0071702","GO:0071702","organic substance transport",2434,32,2.4411164619795e-06,6.63232564900892e-05,"Gulp1,Trak2,Pid1,Steap3,Grik2,Pttg1ip,Pfkl,Snap47,Unc119,Slc9a3r1,Itgb1bp1,Hsp90aa1,Ntrk2,Prkcd,Ndfip2,Rangap1,Igf2bp2,Cdkn1a,Hsp90ab1,Syt4,Sh3tc2,Lrp5,Mvb12b,Itgav,Sort1,Snx7,Sigmar1,Mfsd2a,Smurf1,Pan3,Slc7a5,Rab8b"
"GO:0048870","GO:0048870","cell motility",1739,26,2.60273207367676e-06,6.96428006380782e-05,"Atp1b2,Itga3,Slc9a3r1,Itgb1bp1,Lamb1,Ntrk2,Hexb,Prkcd,Arid2,Nr4a1,Lrp5,Dock8,Nr4a2,Itgav,Sema4a,Cers2,Celsr2,Syde2,Cldn19,Slit2,Ret,Cadm4,Myo9b,Rdx,Dag1,Plxnb3"
"GO:0051674","GO:0051674","localization of cell",1739,26,2.60273207367676e-06,6.96428006380782e-05,"Atp1b2,Itga3,Slc9a3r1,Itgb1bp1,Lamb1,Ntrk2,Hexb,Prkcd,Arid2,Nr4a1,Lrp5,Dock8,Nr4a2,Itgav,Sema4a,Cers2,Celsr2,Syde2,Cldn19,Slit2,Ret,Cadm4,Myo9b,Rdx,Dag1,Plxnb3"
"GO:0042127","GO:0042127","regulation of cell population proliferation",1742,26,2.68568018625084e-06,7.13219730664509e-05,"Pid1,Rassf5,Tet1,Cnot6,Phb,Slc9a3r1,Itgb1bp1,Fbln5,Clmn,Ntrk2,Npr3,Arid2,Nr4a1,Cdkn1a,Lrp5,Itgav,Shc4,Cers2,Cldn19,Slit2,Card11,Tgfa,Ccnd2,Cadm4,Ncam1,Plxnb3"
"GO:0044249","GO:0044249","cellular biosynthetic process",5433,54,2.84386415490012e-06,7.49591656351284e-05,"Trak2,Chpf,Pid1,Sox13,Chst3,Tet1,2610008E11Rik,Gal3st1,Cnot6,Spop,Phb,Ormdl3,Itgb1bp1,Mboat2,Fbln5,Hsp90aa1,Klf6,Hexb,Prkcd,H1f0,Arid2,Nr4a1,Slx4,Trap1,Igf2bp2,Tead3,Cdkn1a,Hsp90ab1,Lrp5,Fads1,Scd2,Nr4a2,Rpn2,Cers2,Bcl9,Celsr2,Foxd3,Elovl1,Mfsd2a,Zfp664,Card11,Pan3,Hsph1,Impdh1,Ret,Zfp536,Ldha,Pcf11,Pde2a,Nfat5,Aars,Egln1,Itm2a,Brwd3"
"GO:0031401","GO:0031401","positive regulation of protein modification process",1017,19,3.03478447570137e-06,7.93989538383498e-05,"Rassf5,Tet1,Pttg1ip,Unc119,Phb,Itgb1bp1,Hsp90aa1,Ntrk2,Prkcd,Wdfy2,Ndfip2,Cdkn1a,Hsp90ab1,Cldn19,Hsph1,Tgfa,Ret,Ccnd2,Dag1"
"GO:0009058","GO:0009058","biosynthetic process",5605,55,3.26646968094155e-06,8.44203211717381e-05,"Trak2,Chpf,Pid1,Sox13,Lbr,Chst3,Tet1,2610008E11Rik,Gal3st1,Cnot6,Spop,Phb,Ormdl3,Itgb1bp1,Mboat2,Fbln5,Hsp90aa1,Klf6,Hexb,Prkcd,H1f0,Arid2,Nr4a1,Slx4,Trap1,Igf2bp2,Tead3,Cdkn1a,Hsp90ab1,Lrp5,Fads1,Scd2,Nr4a2,Rpn2,Cers2,Bcl9,Celsr2,Foxd3,Elovl1,Mfsd2a,Zfp664,Card11,Pan3,Hsph1,Impdh1,Ret,Zfp536,Ldha,Pcf11,Pde2a,Nfat5,Aars,Egln1,Itm2a,Brwd3"
"GO:0019538","GO:0019538","protein metabolic process",5165,52,3.27451415643492e-06,8.44203211717381e-05,"Trak2,Chpf,Pid1,Psmd1,Rassf5,Adgb,Chst3,Tet1,Pttg1ip,Hsp90b1,Cnot6,Unc119,Spop,Phb,Slc9a3r1,Itgb1bp1,Hsp90aa1,Ntrk2,Hexb,Prkcd,Sh3bp5,Wdfy2,Ndfip2,Cpq,Adamts20,Nr4a1,Trap1,Sdf2l1,Igf2bp2,Adprh,Cdkn1a,Hspa1b,Hsp90ab1,Ecscr,Spry4,Lrp5,Itgav,Rpn2,Cldn19,Slit2,Smurf1,Pan3,Hsph1,Tgfa,Ret,Ccnd2,Cadm4,Aars,Egln1,Rdx,Dag1,Itm2a"
"GO:1901575","GO:1901575","organic substance catabolic process",2002,28,3.66592376517127e-06,9.38263966564126e-05,"Psmd1,Tet1,Pttg1ip,Pfkl,Hsp90b1,Cnot6,Spop,Phb,Gaa,Hsp90aa1,Hexb,Prkcd,Ndfip2,Cpq,Sdf2l1,Hspa1b,Hsp90ab1,Ecscr,Hsd17b4,Lrp5,Mfsd2a,Smurf1,Pan3,Snd1,Ldha,Pde2a,Egln1,Rdx"
"GO:0031344","GO:0031344","regulation of cell projection organization",753,16,3.89638777458726e-06,9.90074936679295e-05,"Trak2,Dbnl,Atp1b2,Itga3,Ntrk2,Prkcd,Sema4a,Cers2,Mfsd2a,Slit2,Ret,Mag,Fez1,Rdx,Rab8b,Plxnb3"
"GO:0044093","GO:0044093","positive regulation of molecular function",1450,23,4.0448885759293e-06,0.000102046760358445,"Atp1b2,Unc119,Phb,Itgb1bp1,Hsp90aa1,Ntrk2,Prkcd,Npr3,H1f0,Rangap1,Cdkn1a,Hsp90ab1,Lrp5,Dock8,Nr4a2,Arhgef26,Card11,Hsph1,Tgfa,Ret,Ccnd2,Myo9b,Dag1"
"GO:0051668","GO:0051668","localization within membrane",669,15,4.17444990139641e-06,0.000104568489728597,"Pid1,Nfasc,Grik2,Sh3pxd2b,Snap47,Itga3,Slc9a3r1,Itgb1bp1,Hsp90aa1,Gorasp2,Frmpd1,Sorbs2,Rdx,Rab8b,Dag1"
"GO:0070887","GO:0070887","cellular response to chemical stimulus",3263,38,4.22373160528795e-06,0.000105057887534345,"Pid1,Efhd1,Hsp90b1,Itga3,Phb,Slc9a3r1,Itgb1bp1,Fbln5,Klf6,Ntrk2,Prkcd,Rangap1,Nr4a1,Trap1,Sdf2l1,Hspa1b,Hsp90ab1,Syt4,Spry4,Lrp5,Dock8,Nr4a2,Sort1,Sigmar1,Foxd3,Slit2,Smurf1,Hsph1,Ret,Cadm4,Pde2a,Sorbs2,Myo9b,Nfat5,Egln1,Rdx,Rab8b,Plxnb3"
"GO:0051247","GO:0051247","positive regulation of protein metabolic process",1460,23,4.52912015758377e-06,0.000111866100675426,"Rassf5,Tet1,Pttg1ip,Unc119,Phb,Itgb1bp1,Hsp90aa1,Ntrk2,Prkcd,Wdfy2,Ndfip2,Cdkn1a,Hspa1b,Hsp90ab1,Ecscr,Cldn19,Smurf1,Hsph1,Tgfa,Ret,Ccnd2,Rdx,Dag1"
"GO:0045860","GO:0045860","positive regulation of protein kinase activity",358,11,4.63879491314479e-06,0.000113779330786301,"Unc119,Phb,Itgb1bp1,Hsp90aa1,Prkcd,Cdkn1a,Hsp90ab1,Hsph1,Tgfa,Ccnd2,Dag1"
"GO:0051896","GO:0051896","regulation of protein kinase B signaling",173,8,5.12177028748215e-06,0.000124759259692324,"Phb,Slc9a3r1,Itgb1bp1,Hsp90aa1,Ntrk2,Hsp90ab1,Ret,Dag1"
"GO:0010942","GO:0010942","positive regulation of cell death",682,15,5.25954847119052e-06,0.000127237843837294,"Steap3,Grik2,Spop,Phb,Slc9a3r1,Prkcd,Nr4a1,Cdkn1a,Ecscr,Sort1,Slit2,Ret,Ldha,Egln1,Rbm5"
"GO:0009968","GO:0009968","negative regulation of signal transduction",1261,21,5.29586640044075e-06,0.000127244898818753,"Pid1,Sox13,Pttg1ip,Itga3,Phb,Slc9a3r1,Itgb1bp1,Prkcd,Trap1,Spry4,Nr4a2,Itgav,Mapkbp1,Slit2,Smurf1,Hsph1,Cadm4,Zfp536,Pde2a,Egln1,Dag1"
"GO:0051347","GO:0051347","positive regulation of transferase activity",519,13,5.80172529829326e-06,0.000138457390226837,"Unc119,Phb,Itgb1bp1,Hsp90aa1,Ntrk2,Prkcd,Cdkn1a,Hsp90ab1,Hsph1,Tgfa,Ret,Ccnd2,Dag1"
"GO:0060341","GO:0060341","regulation of cellular localization",875,17,6.26065689695006e-06,0.000148406980939783,"Pid1,Rassf5,Itga3,Ormdl3,Itgb1bp1,Hsp90aa1,Prkcd,Rangap1,Hsp90ab1,Sh3tc2,Lrp5,Hsph1,Sorbs2,Fez1,Ncam1,Rdx,Dag1"
"GO:0043068","GO:0043068","positive regulation of programmed cell death",612,14,7.06284663876933e-06,0.000166306495520889,"Steap3,Grik2,Spop,Slc9a3r1,Prkcd,Nr4a1,Cdkn1a,Ecscr,Sort1,Slit2,Ret,Ldha,Egln1,Rbm5"
"GO:0006996","GO:0006996","organelle organization",3611,40,7.43928279814835e-06,0.000174010243993775,"Trak2,Pid1,Tet1,Hsp90b1,Dbnl,Sh3pxd2b,Cnot6,Snap47,Phb,Kif19a,Slc9a3r1,Gaa,Itgb1bp1,Hsp90aa1,Hexb,Prkcd,H1f0,Arid2,Slx4,Hspa1b,Hsp90ab1,Syt4,Lrp5,Aif1l,Gorasp2,Sort1,Celsr2,Cldn19,Slit2,Smurf1,Pan3,Hsph1,Tgfa,Pde2a,Sorbs2,Fez1,Rdx,Rab8b,Dag1,Brwd3"
"GO:0050770","GO:0050770","regulation of axonogenesis",185,8,8.37968967183127e-06,0.000194717525795448,"Trak2,Dbnl,Ntrk2,Sema4a,Slit2,Ret,Mag,Plxnb3"
"GO:0072359","GO:0072359","circulatory system development",1198,20,8.73214886035801e-06,0.000201581371077023,"Sh3pxd2b,Gaa,Itgb1bp1,Fbln5,Ntrk2,Stab1,Arid2,Nr4a1,Cdkn1a,Ecscr,Lrp5,Itgav,Frem2,Sema4a,Slit2,Tgfa,Pde2a,Sorbs2,Egln1,Ncam1"
"GO:0051336","GO:0051336","regulation of hydrolase activity",997,18,8.96038419912081e-06,0.000205506993449966,"Hsp90b1,Atp1b2,Phb,Itgb1bp1,Ntrk2,Prkcd,Rangap1,Nr4a1,Hspa1b,Hsp90ab1,Dock8,Arhgef26,Sort1,Ret,Myo9b,Egln1,Rdx,Plxnb3"
"GO:0048589","GO:0048589","developmental growth",807,16,9.2729267637554e-06,0.000211303079545704,"Dbnl,Sh3pxd2b,Fbln5,Hsp90aa1,Arid2,Cdkn1a,Hsp90ab1,Syt4,Sema4a,Bcl9,Mfsd2a,Slit2,Smurf1,Mag,Sorbs2,Ncam1"
"GO:0051172","GO:0051172","negative regulation of nitrogen compound metabolic process",2360,30,1.03844780910183e-05,0.000235115234727413,"Pid1,Sox13,2610008E11Rik,Cnot6,Spop,Phb,Ormdl3,Itgb1bp1,Fbln5,Ntrk2,Prkcd,Sh3bp5,Hnrnpc,H1f0,Nr4a1,Slx4,Cdkn1a,Hspa1b,Hsp90ab1,Spry4,Lrp5,Nr4a2,Itgav,Foxd3,Slit2,Pan3,Cadm4,Zfp536,Pde2a,Itm2a"
"GO:0010975","GO:0010975","regulation of neuron projection development",550,13,1.07659324017477e-05,0.000242199192630402,"Trak2,Dbnl,Atp1b2,Itga3,Ntrk2,Sema4a,Cers2,Mfsd2a,Slit2,Ret,Mag,Fez1,Plxnb3"
"GO:0048585","GO:0048585","negative regulation of response to stimulus",1656,24,1.1162389856403e-05,0.000249528866916554,"Pid1,Sox13,Pttg1ip,Itga3,Phb,Slc9a3r1,Itgb1bp1,Prkcd,Trap1,Spry4,Nr4a2,Itgav,Mapkbp1,Sema4a,Cers2,Cldn19,Slit2,Smurf1,Hsph1,Cadm4,Zfp536,Pde2a,Egln1,Dag1"
"GO:0044092","GO:0044092","negative regulation of molecular function",1018,18,1.18623251661649e-05,0.000263507751489901,"Spop,Ormdl3,Slc9a3r1,Itgb1bp1,Prkcd,Sh3bp5,Ndfip2,Npr3,Nr4a1,Cdkn1a,Hspa1b,Spry4,Lrp5,Itgav,Sort1,Egln1,Rdx,Plxnb3"
"GO:0071705","GO:0071705","nitrogen compound transport",2014,27,1.21160640226488e-05,0.000267462113299972,"Trak2,Steap3,Grik2,Pttg1ip,Pfkl,Snap47,Unc119,Slc9a3r1,Itgb1bp1,Hsp90aa1,Ntrk2,Prkcd,Ndfip2,Rangap1,Igf2bp2,Cdkn1a,Hsp90ab1,Syt4,Sh3tc2,Lrp5,Mvb12b,Sort1,Snx7,Smurf1,Pan3,Slc7a5,Rab8b"
"GO:0019226","GO:0019226","transmission of nerve impulse",93,6,1.22407434924315e-05,0.000268536062206633,"Nfasc,Grik2,Ntrk2,Cldn19,Prx,Mag"
"GO:0006796","GO:0006796","phosphate-containing compound metabolic process",2640,32,1.31150938757704e-05,0.000285508075150267,"Pid1,Pfkl,Hsp90b1,Unc119,Phb,Ormdl3,Slc9a3r1,Itgb1bp1,Mboat2,Hsp90aa1,Ntrk2,Hexb,Prkcd,Sh3bp5,Wdfy2,Cdkn1a,Hsp90ab1,Spry4,Hsd17b4,Lrp5,Cldn19,Mfsd2a,Slit2,Pan3,Hsph1,Impdh1,Tgfa,Ret,Ccnd2,Cadm4,Pde2a,Dag1"
"GO:0120035","GO:0120035","regulation of plasma membrane bounded cell projection organization",737,15,1.31760521657683e-05,0.000285508075150267,"Trak2,Dbnl,Atp1b2,Itga3,Ntrk2,Prkcd,Sema4a,Cers2,Mfsd2a,Slit2,Ret,Mag,Fez1,Rdx,Plxnb3"
"GO:0015031","GO:0015031","protein transport",1564,23,1.37867832799515e-05,0.000296071843719253,"Trak2,Steap3,Grik2,Pttg1ip,Pfkl,Snap47,Unc119,Itgb1bp1,Hsp90aa1,Prkcd,Ndfip2,Rangap1,Cdkn1a,Hsp90ab1,Syt4,Sh3tc2,Lrp5,Mvb12b,Sort1,Snx7,Smurf1,Pan3,Rab8b"
"GO:0034641","GO:0034641","cellular nitrogen compound metabolic process",6026,56,1.38312158022868e-05,0.000296071843719253,"Trak2,Pid1,Sox13,Tet1,Pfkl,2610008E11Rik,Gal3st1,Cnot6,Spop,Phb,Ormdl3,Itgb1bp1,Fbln5,Hsp90aa1,Klf6,2210016F16Rik,Ntrk2,Hexb,Prkcd,Hnrnpc,Cpq,H1f0,Zc3h7b,Arid2,Nr4a1,Slx4,Trap1,Igf2bp2,Tead3,Cdkn1a,Hsp90ab1,Hsd17b4,Lrp5,Nr4a2,Cers2,Bcl9,Celsr2,Foxd3,Elovl1,Hnrnpdl,Zfp664,Card11,Pan3,Hsph1,Snd1,Impdh1,Ret,Prx,Zfp536,Pcf11,Pde2a,Nfat5,Aars,Egln1,Rbm5,Brwd3"
"GO:0006468","GO:0006468","protein phosphorylation",1570,23,1.46526050896582e-05,0.000311765067329353,"Pid1,Unc119,Phb,Slc9a3r1,Itgb1bp1,Hsp90aa1,Ntrk2,Prkcd,Sh3bp5,Wdfy2,Cdkn1a,Hsp90ab1,Spry4,Lrp5,Cldn19,Slit2,Pan3,Hsph1,Tgfa,Ret,Ccnd2,Cadm4,Dag1"
"GO:0006793","GO:0006793","phosphorus metabolic process",2657,32,1.49250020213684e-05,0.000315659324188461,"Pid1,Pfkl,Hsp90b1,Unc119,Phb,Ormdl3,Slc9a3r1,Itgb1bp1,Mboat2,Hsp90aa1,Ntrk2,Hexb,Prkcd,Sh3bp5,Wdfy2,Cdkn1a,Hsp90ab1,Spry4,Hsd17b4,Lrp5,Cldn19,Mfsd2a,Slit2,Pan3,Hsph1,Impdh1,Tgfa,Ret,Ccnd2,Cadm4,Pde2a,Dag1"
"GO:0006672","GO:0006672","ceramide metabolic process",97,6,1.55873147924908e-05,0.00032741477614016,"Gal3st1,Ormdl3,Hexb,Prkcd,Cers2,Elovl1"
"GO:0033688","GO:0033688","regulation of osteoblast proliferation",28,4,1.56662223011572e-05,0.00032741477614016,"Fbln5,Npr3,Lrp5,Itgav"
"GO:1990138","GO:1990138","neuron projection extension",203,8,1.64434640918993e-05,0.000341424943117859,"Dbnl,Hsp90aa1,Hsp90ab1,Syt4,Sema4a,Slit2,Smurf1,Mag"
"GO:0010556","GO:0010556","regulation of macromolecule biosynthetic process",3734,40,1.65299165552531e-05,0.000341424943117859,"Trak2,Pid1,Sox13,Tet1,2610008E11Rik,Cnot6,Spop,Phb,Ormdl3,Itgb1bp1,Fbln5,Hsp90aa1,Klf6,Hexb,Prkcd,H1f0,Arid2,Nr4a1,Trap1,Igf2bp2,Tead3,Cdkn1a,Hsp90ab1,Lrp5,Nr4a2,Bcl9,Celsr2,Foxd3,Zfp664,Card11,Pan3,Hsph1,Ret,Zfp536,Pde2a,Nfat5,Aars,Egln1,Itm2a,Brwd3"
"GO:0010721","GO:0010721","negative regulation of cell development",205,8,1.76472633844422e-05,0.000360289793490461,"Trak2,Itgb1bp1,Syt4,Spry4,Sema4a,Cers2,Slit2,Mag"
"GO:0043491","GO:0043491","protein kinase B signaling",205,8,1.76472633844422e-05,0.000360289793490461,"Phb,Slc9a3r1,Itgb1bp1,Hsp90aa1,Ntrk2,Hsp90ab1,Ret,Dag1"
"GO:0009056","GO:0009056","catabolic process",2433,30,1.86576537766748e-05,0.000378728926087444,"Psmd1,Tet1,Pttg1ip,Pfkl,Hsp90b1,Cnot6,Spop,Phb,Ormdl3,Gaa,Hsp90aa1,Hexb,Prkcd,Ndfip2,Cpq,Sdf2l1,Hspa1b,Hsp90ab1,Ecscr,Hsd17b4,Lrp5,Mfsd2a,Smurf1,Pan3,Snd1,Ldha,Pde2a,Egln1,Fez1,Rdx"
"GO:0040013","GO:0040013","negative regulation of locomotion",341,10,1.89849490806326e-05,0.000383170515158826,"Atp1b2,Slc9a3r1,Itgb1bp1,Arid2,Sema4a,Cers2,Cldn19,Slit2,Dag1,Plxnb3"
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation",761,15,1.91368558438073e-05,0.000384041902501861,"Unc119,Phb,Itgb1bp1,Hsp90aa1,Ntrk2,Prkcd,Wdfy2,Cdkn1a,Hsp90ab1,Cldn19,Hsph1,Tgfa,Ret,Ccnd2,Dag1"
"GO:0051130","GO:0051130","positive regulation of cellular component organization",1161,19,1.96330501494056e-05,0.000391174709756114,"Dbnl,Sh3pxd2b,Cnot6,Atp1b2,Itga3,Itgb1bp1,Hsp90aa1,Ntrk2,Slx4,Lrp5,Sema4a,Cldn19,Pan3,Tgfa,Ret,Fez1,Rab8b,Dag1,Plxnb3"
"GO:0043086","GO:0043086","negative regulation of catalytic activity",671,14,1.97137877510159e-05,0.000391174709756114,"Ormdl3,Itgb1bp1,Prkcd,Sh3bp5,Npr3,Nr4a1,Cdkn1a,Hspa1b,Spry4,Lrp5,Sort1,Egln1,Rdx,Plxnb3"
"GO:0019219","GO:0019219","regulation of nucleobase-containing compound metabolic process",3764,40,1.99421268319369e-05,0.000393494927208946,"Trak2,Pid1,Sox13,Tet1,2610008E11Rik,Cnot6,Spop,Phb,Itgb1bp1,Fbln5,Hsp90aa1,Klf6,Hexb,Prkcd,Hnrnpc,H1f0,Arid2,Nr4a1,Slx4,Igf2bp2,Tead3,Cdkn1a,Hsp90ab1,Lrp5,Nr4a2,Bcl9,Celsr2,Foxd3,Zfp664,Card11,Pan3,Hsph1,Ret,Prx,Zfp536,Pde2a,Nfat5,Egln1,Rbm5,Brwd3"
"GO:0042063","GO:0042063","gliogenesis",344,10,2.04609514295073e-05,0.000401489335827887,"Sox13,Atp1b2,Lamb1,Ntrk2,Hexb,Sh3tc2,Cers2,Prx,Mag,Dag1"
"GO:0048588","GO:0048588","developmental cell growth",275,9,2.12674704400529e-05,0.00041439326516979,"Dbnl,Hsp90aa1,Hsp90ab1,Syt4,Sema4a,Slit2,Smurf1,Mag,Sorbs2"
"GO:1901700","GO:1901700","response to oxygen-containing compound",1723,24,2.13532203456687e-05,0.00041439326516979,"Pid1,Pfkl,Hsp90b1,Slc9a3r1,Fbln5,Ntrk2,Prkcd,Rangap1,Nr4a1,Trap1,Lrp5,Scd2,Nr4a2,Itgav,Sort1,Sigmar1,Slit2,Hsph1,Ret,Pde2a,Sorbs2,Egln1,Ncam1,Rab8b"
"GO:0031345","GO:0031345","negative regulation of cell projection organization",211,8,2.17121763059323e-05,0.000417535017734873,"Trak2,Itga3,Prkcd,Sema4a,Cers2,Slit2,Mag,Plxnb3"
"GO:0031326","GO:0031326","regulation of cellular biosynthetic process",3917,41,2.1751541127751e-05,0.000417535017734873,"Trak2,Pid1,Sox13,Tet1,2610008E11Rik,Cnot6,Spop,Phb,Ormdl3,Itgb1bp1,Fbln5,Hsp90aa1,Klf6,Hexb,Prkcd,H1f0,Arid2,Nr4a1,Trap1,Igf2bp2,Tead3,Cdkn1a,Hsp90ab1,Lrp5,Nr4a2,Bcl9,Celsr2,Foxd3,Mfsd2a,Zfp664,Card11,Pan3,Hsph1,Ret,Zfp536,Pde2a,Nfat5,Aars,Egln1,Itm2a,Brwd3"
"GO:0008361","GO:0008361","regulation of cell size",213,8,2.32304876578023e-05,0.00044351395895869,"Dbnl,Slc9a3r1,Hsp90ab1,Sema4a,Slit2,Ret,Mag,Rdx"
"GO:0043065","GO:0043065","positive regulation of apoptotic process",597,13,2.53949001673458e-05,0.000482230039736911,"Steap3,Grik2,Spop,Slc9a3r1,Prkcd,Nr4a1,Ecscr,Sort1,Slit2,Ret,Ldha,Egln1,Rbm5"
"GO:0060284","GO:0060284","regulation of cell development",598,13,2.58384780249015e-05,0.0004880294352083,"Trak2,Dbnl,Itgb1bp1,Ntrk2,Syt4,Spry4,Sema4a,Cers2,Slit2,Ret,Mag,Dag1,Plxnb3"
