Annot	Term	Annotated	Significant	Pvalue	Padj	GeneID
GO:0045123	GO:0045123	cellular extravasation	49	4	0.00109001705439418	0.0203382509043453	Lep,Adam8,Itgb2,Ccr2
GO:0045595	GO:0045595	regulation of cell differentiation	1710	29	0.00114263256708083	0.0212179760423	Sox6,Insig1,Creb1,Brinp1,Fam20c,Lep,Idh2,Nln,B2m,Rarres2,Mir7-1,Mgll,Birc2,Adam8,Fgf13,Olfm1,Cela1,Fam213a,Pkp2,Ccr2,Ret,Lgals1,Vwc2,Fmr1,Sema5a,G6pdx,Ltbp3,Mmd,Bdnf
GO:0050727	GO:0050727	regulation of inflammatory response	277	9	0.0011560988309887	0.0213658074431769	Adora1,Lep,Mgll,C6,Birc2,Serpine1,Adam8,Ccr2,S100a8
GO:0008361	GO:0008361	regulation of cell size	173	7	0.00117373373417988	0.0214870784073214	Creb1,Mgll,Fgf13,Olfm1,Ret,Sema5a,Bdnf
GO:0016051	GO:0016051	carbohydrate biosynthetic process	173	7	0.00117373373417988	0.0214870784073214	Gpd1,Lep,Nln,Dgat2,Tpi1,Pgd,G6pdx
GO:0022610	GO:0022610	biological adhesion	1238	23	0.00118708712840285	0.0215596854105728	Cdsn,Sorbs2,Lep,Serpine1,Adam8,Tfrc,Itgad,Otoa,Itgb2,Hfe,Igfals,Itgax,Pkp2,Ccr2,Lgals3,Ret,Lgals1,Hsd17b12,Vwc2,Srpx2,S100a8,Sema5a,Col19a1
GO:0006950	GO:0006950	response to stress	3264	47	0.00119157087854493	0.0215596854105728	Prdx6,Oxtr,Anxa2,Sod3,Tsc22d2,Htra1,Adora1,Angptl4,Insig1,Brinp1,Lep,Rarres2,B2m,Mgll,Birc2,F7,Zmynd11,C6,Adamts4,Phlda3,Sfpq,Serpine1,Adam8,Mmp12,Fgf12,Itgb2,Bcap31,Psap,Itgax,Cela1,Serpina3n,Comt,Pdia6,Irak2,Cdkn2d,Ccr2,Lgals3,Ret,Prdx5,Lipa,Fmr1,S100a8,Dap,Chek2,G6pdx,Bdnf,Tmem135
GO:0051246	GO:0051246	regulation of protein metabolic process	2471	38	0.00119436546335304	0.0215596854105728	Tspyl2,Anxa2,Adora1,Unc119,Itih5,Lep,Rarres2,Smpd1,Mir7-1,Birc2,Zmynd11,C6,Dgat2,Cstb,Prkcdbp,Chp1,Serpine1,Adam8,Mycbp2,Itgb2,Hfe,Psap,Olfm1,Ctsz,Prkar2b,Serpina3n,Bcap31,Bcar3,Cdkn2d,Ccr2,Ret,Fmr1,S100a8,Dap,Chek2,G6pdx,Mmd,Bdnf
GO:0009205	GO:0009205	purine ribonucleoside triphosphate metabolic process	225	8	0.00122251490103253	0.0219656496801261	Bdnf,Gpd1,Fam20c,Tpi1,Pfkl,Impdh1,Atp6v1b2,Atp5d
GO:0048871	GO:0048871	multicellular organismal homeostasis	337	10	0.00123777672179992	0.0220025178207904	Adora1,Adam8,Tfrc,Hfe,Trp53inp2,Ccr2,Cib2,Prdx5,Lipa,Ltbp3
GO:0002687	GO:0002687	positive regulation of leukocyte migration	128	6	0.00124414412769806	0.0220025178207904	Rarres2,F7,Serpine1,Adam8,Ccr2,Lgals3
GO:0010757	GO:0010757	negative regulation of plasminogen activation	6	2	0.00124724398881058	0.0220025178207904	Serpine1,Ctsz
GO:0060718	GO:0060718	chorionic trophoblast cell differentiation	6	2	0.00124724398881058	0.0220025178207904	Htra1,Dnmt3l
GO:0032501	GO:0032501	multicellular organismal process	7914	95	0.0012767418199891	0.0224209728659624	Oxtr,Cdsn,Anxa2,Plod3,Sorbs2,Sox6,Htra1,Murc,Adora1,Unc119,Angptl4,Insig1,Rspo3,Sncg,Creb1,Brinp1,Pon1,Idh2,Lep,Fam20c,Stmn4,Rarres2,Nln,B2m,Mgll,Col4a2,Mir7-1,Hsd17b4,Crtac1,Birc2,F7,Adap2,Gmpr2,C6,Dgat2,Ctsb,Cstb,Prkcdbp,Tpi1,Serpine1,Adam8,Slc38a10,Serpinh1,Tfrc,Fgf13,Mycbp2,Otoa,Anxa6,Sez6l,Hprt,Fgf12,Itgb2,Bcap31,Hfe,Psap,Olfm1,Ctsz,Trp53inp2,Cela1,Prkar2b,Comt,Gpihbp1,Bcar3,Dnmt3l,Fam213a,Pkp2,Cdkn2d,Npr3,Dbp,Gm2a,Ctsl,Ccr2,Lgals3,Cib2,Azi2,Ret,Pappa2,Lgals1,Prdx5,Lipa,Vwc2,Fmr1,Col4a1,Srpx2,S100a8,Sema5a,Col19a1,G6pdx,Pltp,Slc5a3,Ltbp3,Mmd,Bdnf,Tmem135,Sytl2
GO:0050890	GO:0050890	cognition	283	9	0.00134099299523407	0.0234432153806461	Oxtr,Adora1,Creb1,Brinp1,Fgf13,Prkar2b,Comt,Gm2a,Bdnf
GO:0031644	GO:0031644	regulation of neurological system process	88	5	0.00136080730043814	0.0234800423865852	Adora1,Mgll,Fgf12,Comt,Fmr1
GO:0046850	GO:0046850	regulation of bone remodeling	52	4	0.00136301753128883	0.0234800423865852	Lep,Adam8,Tfrc,Ltbp3
GO:0001944	GO:0001944	vasculature development	663	15	0.00136379281766955	0.0234800423865852	Anxa2,Rspo3,Angptl4,Lep,Col4a2,C6,Serpine1,Adam8,Itgb2,Cela1,Ccr2,Lgals3,Col4a1,Srpx2,Sema5a
GO:0009199	GO:0009199	ribonucleoside triphosphate metabolic process	229	8	0.00136729955665247	0.0234800423865852	Bdnf,Gpd1,Fam20c,Tpi1,Pfkl,Impdh1,Atp6v1b2,Atp5d
GO:0006468	GO:0006468	protein phosphorylation	1731	29	0.00137621311598396	0.0235290004543336	Oxtr,Tspyl2,Anxa2,Adora1,Unc119,Cdkl4,Creb1,Fam20c,Lep,Rarres2,Smpd1,Zmynd11,Prkcdbp,Chp1,Adam8,Fgf13,Fgf12,Itgb2,Hfe,Psap,Prkar2b,Bcar3,Irak2,Cdkn2d,Ret,Fmr1,Chek2,Mmd,Bdnf
GO:0042110	GO:0042110	T cell activation	466	12	0.00140833520366275	0.0239725830062067	Lep,B2m,Adam8,Tfrc,Itgad,Itgb2,Hfe,Dock8,Ccr2,Lgals3,Azi2,Lgals1
GO:0009144	GO:0009144	purine nucleoside triphosphate metabolic process	233	8	0.00152540438332159	0.0258519406623192	Bdnf,Gpd1,Fam20c,Tpi1,Pfkl,Impdh1,Atp6v1b2,Atp5d
GO:0050768	GO:0050768	negative regulation of neurogenesis	289	9	0.00154902920447521	0.026138184098123	Brinp1,B2m,Idh2,Fgf13,Olfm1,Lgals1,Sema5a,Fmr1,Bdnf
GO:0051896	GO:0051896	regulation of protein kinase B signaling	135	6	0.00163383665828679	0.0274498704364114	Lep,F7,Phlda3,Prkcdbp,Adam8,Sema5a
GO:0098609	GO:0098609	cell-cell adhesion	676	15	0.00164801990378515	0.0275688157180611	Cdsn,Lep,Adam8,Tfrc,Itgad,Itgb2,Hfe,Itgax,Pkp2,Ccr2,Lgals3,Ret,Lgals1,S100a8,Srpx2
GO:0019395	GO:0019395	fatty acid oxidation	92	5	0.0016581494041692	0.0276192181870415	Hadhb,Lep,Hsd17b4,Dgat2,Auh
GO:0072358	GO:0072358	cardiovascular system development	677	15	0.00167179911533072	0.0277180234268114	Anxa2,Rspo3,Angptl4,Lep,Col4a2,C6,Serpine1,Adam8,Itgb2,Cela1,Ccr2,Lgals3,Col4a1,Srpx2,Sema5a
GO:0098900	GO:0098900	regulation of action potential	55	4	0.00168045734646573	0.0277180234268114	Fgf12,Fgf13,Pkp2,Fmr1
GO:1901565	GO:1901565	organonitrogen compound catabolic process	237	8	0.00169768052875179	0.0277180234268114	Smpd1,Gmpr2,Pcyox1,Auh,2010111I01Rik,Comt,Hprt,Gm2a
GO:0045861	GO:0045861	negative regulation of proteolysis	293	9	0.00170158382261476	0.0277180234268114	Itih5,Birc2,Cstb,Serpine1,Hfe,Ctsz,Serpina3n,Cdkn2d,Fmr1
GO:0052547	GO:0052547	regulation of peptidase activity	352	10	0.00170840314144199	0.0277180234268114	Itih5,Birc2,Cstb,Serpine1,Bcap31,Serpina3n,Cdkn2d,Ret,S100a8,Dap
GO:0006152	GO:0006152	purine nucleoside catabolic process	7	2	0.00173550108031826	0.0277180234268114	Gmpr2,Hprt
GO:0015684	GO:0015684	ferrous iron transport	7	2	0.00173550108031826	0.0277180234268114	B2m,Hfe
GO:0035814	GO:0035814	negative regulation of renal sodium excretion	7	2	0.00173550108031826	0.0277180234268114	Adora1,Comt
GO:0046130	GO:0046130	purine ribonucleoside catabolic process	7	2	0.00173550108031826	0.0277180234268114	Gmpr2,Hprt
GO:2000739	GO:2000739	regulation of mesenchymal stem cell differentiation	7	2	0.00173550108031826	0.0277180234268114	Sox6,Ltbp3
GO:0030258	GO:0030258	lipid modification	186	7	0.00177829357977361	0.0280462920382625	Ttc7b,Hadhb,Lep,Hsd17b4,Dgat2,Pi4k2a,Auh
GO:0051046	GO:0051046	regulation of secretion	752	16	0.00178291824010631	0.0280462920382625	Oxtr,Adora1,Creb1,Sncg,Lep,Idh2,Mpc2,Il13ra2,Pfkl,Hfe,Comt,Ccr2,Lgals3,Fmr1,S100a8,Sytl2
GO:0010033	GO:0010033	response to organic substance	2614	39	0.0017838499328147	0.0280462920382625	Oxtr,Sox6,Htra1,Gpd1,Creb1,Brinp1,Fam20c,Lep,Rarres2,B2m,Smpd1,Mpc2,Mir7-1,Col4a2,F7,Birc2,Dgat2,Paqr9,Serpine1,Appl1,Pfkl,Hprt,Itgb2,Hfe,Psap,Bcap31,Serpina3n,Mest,Irak2,Cdkn2d,Ccr2,Cib2,Ret,Vwc2,Col4a1,Fmr1,G6pdx,Ltbp3,Bdnf
GO:0048523	GO:0048523	negative regulation of cellular process	4345	58	0.00178496112688762	0.0280462920382625	Tspyl2,Anxa2,Sox6,Htra1,Adora1,Unc119,Angptl4,Insig1,Itih5,Creb1,Brinp1,Idh2,Lep,Smpd1,B2m,Mgll,Mir7-1,Birc2,Il13ra2,Zmynd11,Dgat2,Phlda3,Ctsb,Sfpq,Cstb,Prkcdbp,Chp1,Serpine1,Adam8,Fgf13,Pfkl,Hfe,Psap,Olfm1,Ctsz,Cela1,Prkar2b,Serpina3n,Comt,Dnmt3l,Pkp2,Cdkn2d,Npr3,Dock8,Ctsl,Ccr2,Lgals3,Lgals1,Prdx5,Vwc2,Fmr1,Sema5a,Dap,Chek2,G6pdx,Ltbp3,Bdnf,Sytl2
GO:0034440	GO:0034440	lipid oxidation	94	5	0.00182350355073489	0.0285363600016213	Hadhb,Lep,Hsd17b4,Dgat2,Auh
GO:0048878	GO:0048878	chemical homeostasis	1051	20	0.00188091556962568	0.0293165997016758	Oxtr,Adora1,Angptl4,Lep,B2m,Mpc2,Iscu,Dgat2,Chp1,Tfrc,Anxa6,Fgf12,Hfe,Bcap31,Comt,Gpihbp1,Npc2,Pkp2,Cib2,Cnnm2
GO:0010942	GO:0010942	positive regulation of cell death	617	14	0.00190746847673501	0.0296115406328343	Creb1,Lep,Smpd1,Degs1,Phlda3,C6,Sfpq,Adam8,Bcap31,Ret,S100a8,G0s2,Dap,Chek2
GO:0044723	GO:0044723	single-organism carbohydrate metabolic process	420	11	0.00193566484377799	0.0298676100896403	Gpd1,Lep,Idh2,Nln,Dgat2,Tpi1,Pfkl,Pgd,Gm2a,G6pdx,Slc5a3
GO:0060292	GO:0060292	long term synaptic depression	27	3	0.00193935525446776	0.0298676100896403	Adora1,Mgll,Fmr1
GO:0097006	GO:0097006	regulation of plasma lipoprotein particle levels	58	4	0.00204589753750081	0.0313839064942318	Anxa2,Dgat2,Gpihbp1,Pltp
GO:2000352	GO:2000352	negative regulation of endothelial cell apoptotic process	28	3	0.0021573670204529	0.0329635488440067	Angptl4,Serpine1,Sema5a
GO:0042098	GO:0042098	T cell proliferation	193	7	0.00219120066182671	0.0333492147786253	Lep,Tfrc,Itgb2,Itgad,Dock8,Lgals3,Ccr2
GO:0009158	GO:0009158	ribonucleoside monophosphate catabolic process	8	2	0.00229991103503417	0.0344631456639676	Gmpr2,Hprt
GO:0009169	GO:0009169	purine ribonucleoside monophosphate catabolic process	8	2	0.00229991103503417	0.0344631456639676	Gmpr2,Hprt
GO:0019885	GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I	8	2	0.00229991103503417	0.0344631456639676	B2m,Hfe
GO:0032229	GO:0032229	negative regulation of synaptic transmission, GABAergic	8	2	0.00229991103503417	0.0344631456639676	Adora1,Bdnf
GO:0051174	GO:0051174	regulation of phosphorus metabolic process	1629	27	0.00235487345443308	0.0351510149102107	Sytl2,Tspyl2,Anxa2,Adora1,Unc119,Gpd1,Fam20c,Lep,Rarres2,Smpd1,Zmynd11,Prkcdbp,Chp1,Adam8,Itgb2,Hfe,Psap,Prkar2b,Bcar3,Cdkn2d,Npr3,Ret,Fmr1,Srpx2,Chek2,Mmd,Bdnf
GO:0045920	GO:0045920	negative regulation of exocytosis	29	3	0.00239000415463209	0.0355387207820963	Il13ra2,Ccr2,Fmr1
GO:0090066	GO:0090066	regulation of anatomical structure size	497	12	0.00240127221153964	0.0355646506168448	Oxtr,Plod3,Adora1,Creb1,Lep,Mgll,Fgf13,Olfm1,Ret,Sema5a,G6pdx,Bdnf
GO:0042325	GO:0042325	regulation of phosphorylation	1388	24	0.00241007552492403	0.0355646506168448	Tspyl2,Anxa2,Adora1,Unc119,Gpd1,Lep,Rarres2,Smpd1,Zmynd11,Prkcdbp,Chp1,Adam8,Itgb2,Hfe,Psap,Prkar2b,Bcar3,Cdkn2d,Ret,Fmr1,Srpx2,Chek2,Mmd,Bdnf
GO:0009141	GO:0009141	nucleoside triphosphate metabolic process	251	8	0.00242513413099278	0.0356513089484203	Bdnf,Gpd1,Fam20c,Tpi1,Pfkl,Impdh1,Atp6v1b2,Atp5d
GO:0045596	GO:0045596	negative regulation of cell differentiation	705	15	0.0024642700102736	0.0360899317353654	Sox6,Insig1,Brinp1,Idh2,B2m,Mir7-1,Fgf13,Olfm1,Pkp2,Lgals1,Fmr1,Sema5a,G6pdx,Ltbp3,Bdnf
GO:0051961	GO:0051961	negative regulation of nervous system development	311	9	0.00254389645376684	0.0371160230716883	Brinp1,B2m,Idh2,Fgf13,Olfm1,Lgals1,Sema5a,Fmr1,Bdnf
GO:0006935	GO:0006935	chemotaxis	501	12	0.00256322008929933	0.0372578920096281	Creb1,Rarres2,F7,Serpine1,Adam8,Mycbp2,Itgb2,Ccr2,Lgals3,S100a8,Sema5a,Bdnf
GO:0002573	GO:0002573	myeloid leukocyte differentiation	199	7	0.00260090849768072	0.0376385776041779	Anxa2,Creb1,Gmpr2,Fam20c,Adam8,Tfrc,Fam213a
GO:0007611	GO:0007611	learning or memory	254	8	0.00260880633226587	0.0376385776041779	Oxtr,Creb1,Brinp1,Fgf13,Prkar2b,Comt,Gm2a,Bdnf
GO:0034105	GO:0034105	positive regulation of tissue remodeling	30	3	0.00263759097643779	0.0379129280724261	Adam8,Tfrc,Ltbp3
GO:0042330	GO:0042330	taxis	503	12	0.00264747248300998	0.0379145413526264	Creb1,Rarres2,F7,Serpine1,Adam8,Mycbp2,Itgb2,Ccr2,Lgals3,S100a8,Sema5a,Bdnf
GO:0006644	GO:0006644	phospholipid metabolic process	314	9	0.00271184685573784	0.0386936678202888	Prdx6,Ttc7b,Pon1,Smpd1,Pla2g12a,Pi4k2a,Lpgat1,Mboat2,Fitm1
GO:0006635	GO:0006635	fatty acid beta-oxidation	63	4	0.00277115045217025	0.0393949996515485	Hadhb,Lep,Hsd17b4,Auh
GO:0032101	GO:0032101	regulation of response to external stimulus	644	14	0.00281278868637148	0.0396923820375362	Anxa2,Htra1,Adora1,Lep,Rarres2,Mgll,F7,C6,Birc2,Serpine1,Adam8,Ccr2,S100a8,Sema5a
GO:0008283	GO:0008283	cell proliferation	1901	30	0.00281393509823021	0.0396923820375362	Anxa2,Htra1,Adora1,Creb1,Idh2,Lep,Serpine1,Appl1,Tfrc,Itgad,Fgf13,Mmp12,Hprt,Itgb2,S100a11,Impdh1,Cela1,Comt,Pkp2,Cdkn2d,Npr3,Dock8,Ctsl,Ccr2,Lgals3,Azi2,Lipa,Sema5a,Ltbp3,Bdnf
GO:0072521	GO:0072521	purine-containing compound metabolic process	507	12	0.00282275120905952	0.0396923820375362	Bdnf,Gmpr,Gpd1,Fam20c,Gmpr2,Tpi1,Pfkl,Hprt,Impdh1,Atp6v1b2,Npr3,Atp5d
GO:1901068	GO:1901068	guanosine-containing compound metabolic process	31	3	0.00290043906878403	0.0398922508469853	Gmpr2,Impdh1,Hprt
GO:0045454	GO:0045454	cell redox homeostasis	64	4	0.00293477619488575	0.0398922508469853	Prdx6,Glrx5,Pdia6,Prdx5
GO:0061515	GO:0061515	myeloid cell development	64	4	0.00293477619488575	0.0398922508469853	Sox6,Anxa2,Fam20c,G6pdx
GO:0002887	GO:0002887	negative regulation of myeloid leukocyte mediated immunity	9	2	0.00293903596200339	0.0398922508469853	Il13ra2,Ccr2
GO:0009128	GO:0009128	purine nucleoside monophosphate catabolic process	9	2	0.00293903596200339	0.0398922508469853	Gmpr2,Hprt
GO:0035337	GO:0035337	fatty-acyl-CoA metabolic process	9	2	0.00293903596200339	0.0398922508469853	Hsd17b4,Dgat2
GO:0060717	GO:0060717	chorion development	9	2	0.00293903596200339	0.0398922508469853	Htra1,Dnmt3l
GO:0072497	GO:0072497	mesenchymal stem cell differentiation	9	2	0.00293903596200339	0.0398922508469853	Sox6,Ltbp3
GO:0097459	GO:0097459	iron ion import into cell	9	2	0.00293903596200339	0.0398922508469853	B2m,Hfe
GO:0007159	GO:0007159	leukocyte cell-cell adhesion	318	9	0.00294932057215793	0.0398922508469853	Lep,Adam8,Tfrc,Itgb2,Hfe,Ccr2,Lgals3,Lgals1,S100a8
GO:0061387	GO:0061387	regulation of extent of cell growth	105	5	0.00295633045958605	0.0398922508469853	Mgll,Fgf13,Olfm1,Sema5a,Bdnf
GO:0005975	GO:0005975	carbohydrate metabolic process	510	12	0.00296031132283735	0.0398922508469853	Gpd1,Lep,Idh2,Nln,Dgat2,Tpi1,Pfkl,Gusb,Pgd,Gm2a,G6pdx,Slc5a3
GO:0009895	GO:0009895	negative regulation of catabolic process	204	7	0.0029852996348917	0.0399515444241886	Anxa2,Adora1,Lep,Mycbp2,Hfe,Fmr1,Dap
GO:1903531	GO:1903531	negative regulation of secretion by cell	204	7	0.0029852996348917	0.0399515444241886	Adora1,Lep,Idh2,Il13ra2,Pfkl,Ccr2,Fmr1
GO:0097190	GO:0097190	apoptotic signaling pathway	579	13	0.00300368978985907	0.0400595191561616	Zmynd11,Phlda3,Sfpq,Serpine1,Anxa6,Bcap31,Cdkn2d,Lgals3,Ret,S100a8,G0s2,Dap,Chek2
GO:0071840	GO:0071840	cellular component organization or biogenesis	5800	72	0.00304385226435253	0.040456132321754	Ctsd,Prdx6,Oxtr,Tspyl2,Anxa2,Plod3,Sorbs2,Sox6,Ttc7b,Htra1,Murc,Unc119,Angptl4,Insig1,Creb1,Sncg,Asf1b,Stmn4,B2m,Mgll,Dscc1,Birc2,Crtac1,Iscu,Zmynd11,Sfpq,Mpp7,Prkcdbp,Pex16,Tmed5,Chp1,Serpine1,Pi4k2a,Wdr55,Appl1,Adam8,Serpinh1,Fgf13,Pfkl,Mycbp2,Anxa6,Sez6l,Hprt,Hfe,Olfm1,Itgax,Trp53inp2,Gpihbp1,Dnmt3l,Tekt5,Gar1,Pkp2,Cdkn2d,Ctsl,Lgals3,Dhrs4,Ret,Lgals1,Hsd17b12,Lipa,Fmr1,Col4a1,Srpx2,Fitm1,Sema5a,Col19a1,Chek2,G6pdx,Pltp,Bdnf,Tmem135,Sytl2
GO:0046034	GO:0046034	ATP metabolic process	205	7	0.0030671356475089	0.0406264622798022	Bdnf,Gpd1,Fam20c,Tpi1,Pfkl,Atp6v1b2,Atp5d
GO:0080134	GO:0080134	regulation of response to stress	1098	20	0.00310319256757771	0.0409642529073778	Anxa2,Htra1,Adora1,Lep,Mgll,F7,Zmynd11,C6,Birc2,Sfpq,Serpine1,Adam8,Bcap31,Psap,Irak2,Cdkn2d,Ccr2,Fmr1,S100a8,Chek2
GO:0097164	GO:0097164	ammonium ion metabolic process	154	6	0.00316098322101454	0.0413996888513099	Pon1,Smpd1,Tph2,Hprt,Comt,Slc5a7
GO:0034381	GO:0034381	plasma lipoprotein particle clearance	32	3	0.00317884753354556	0.0413996888513099	Anxa2,Dgat2,Gpihbp1
GO:0055090	GO:0055090	acylglycerol homeostasis	32	3	0.00317884753354556	0.0413996888513099	Angptl4,Dgat2,Gpihbp1
GO:0070328	GO:0070328	triglyceride homeostasis	32	3	0.00317884753354556	0.0413996888513099	Angptl4,Dgat2,Gpihbp1
GO:1901136	GO:1901136	carbohydrate derivative catabolic process	107	5	0.00320689330575673	0.0416252606008089	Gpd1,Gmpr2,Hprt,Cela1,Gm2a
GO:0051094	GO:0051094	positive regulation of developmental process	1340	23	0.00324657503097984	0.0419998589841092	Oxtr,Sox6,Creb1,Brinp1,Fam20c,Lep,Rarres2,C6,Serpine1,Adam8,Tfrc,Itgb2,Cela1,Ccr2,Lgals3,Ret,Vwc2,Fmr1,Srpx2,Sema5a,Ltbp3,Mmd,Bdnf
GO:0002697	GO:0002697	regulation of immune effector process	323	9	0.00326895885227542	0.0421489345703684	Htra1,Lep,B2m,Il13ra2,C6,Tfrc,Hfe,Ccr2,Lgals3
GO:0006790	GO:0006790	sulfur compound metabolic process	265	8	0.00337713769599995	0.043399574166145	Acsm3,Mpc2,Hsd17b4,Iscu,Pcyox1,Dgat2,Comt,G6pdx
GO:0009150	GO:0009150	purine ribonucleotide metabolic process	452	11	0.00339640646482402	0.0435031468316238	Bdnf,Gpd1,Fam20c,Gmpr2,Tpi1,Pfkl,Hprt,Impdh1,Atp6v1b2,Npr3,Atp5d
GO:0008038	GO:0008038	neuron recognition	33	3	0.00347310324300098	0.0442354520208586	Bdnf,Crtac1,Sema5a
GO:0071705	GO:0071705	nitrogen compound transport	2100	32	0.00347637538427258	0.0442354520208586	Oxtr,Anxa2,Slc48a1,Adora1,Unc119,Sncg,Idh2,Lep,Mpc2,Pex16,Chp1,Tmed5,Slc38a10,Tfrc,Pfkl,Rtn2,Mmp12,Hfe,Psap,Itgax,Bcap31,Gpihbp1,Slc5a7,Nup210,Hnrnpm,Lgals3,Fmr1,Slc25a19,S100a8,Sema5a,Bdnf,Sytl2
GO:0032268	GO:0032268	regulation of cellular protein metabolic process	2276	34	0.00354101960152997	0.0449107747501236	Tspyl2,Anxa2,Adora1,Unc119,Itih5,Lep,Rarres2,Smpd1,Mir7-1,Birc2,Zmynd11,C6,Cstb,Prkcdbp,Chp1,Serpine1,Adam8,Itgb2,Hfe,Psap,Bcap31,Ctsz,Prkar2b,Serpina3n,Bcar3,Cdkn2d,Ret,Fmr1,S100a8,Dap,Chek2,G6pdx,Mmd,Bdnf
GO:0002376	GO:0002376	immune system process	2365	35	0.00357902262697611	0.0452424841083653	Anxa2,Sox6,Htra1,Adora1,Creb1,Fam20c,Lep,Rarres2,B2m,Birc2,Gmpr2,C6,F7,Il13ra2,Serpine1,Pi4k2a,Adam8,Tfrc,Itgad,Hprt,Itgb2,Hfe,Impdh1,Itgax,Bcap31,Fam213a,Irak2,Dock8,Ccr2,Lgals3,Azi2,Ret,Lgals1,S100a8,G6pdx
GO:1901360	GO:1901360	organic cyclic compound metabolic process	5346	67	0.00359048830336936	0.0452424841083653	Tspyl2,Sox6,Htra1,Murc,Gmpr,Gpd1,Insig1,Creb1,Pon1,Idh2,Fam20c,Lep,Asf1b,Col4a2,Dscc1,Mpc2,Mir7-1,Hsd17b4,Birc2,Gmpr2,Zmynd11,Dgat2,Sfpq,Tpi1,Chp1,Tph2,Wdr55,Rbm28,Adam8,Tfrc,Pfkl,Mycbp2,Mmp12,Hprt,Itgb2,Auh,Impdh1,Hfe,Cela1,Trp53inp2,Comt,Dhx32,Dnmt3l,Npc2,Gar1,Pgd,Irak2,Cdkn2d,Atp6v1b2,Npr3,Dbp,Pcf11,Hnrnpm,Lgals3,Dhrs4,Ret,Hsd17b12,Prdx5,Lipa,Vwc2,Fmr1,Dap,Chek2,G6pdx,Pltp,Bdnf,Atp5d
GO:0043301	GO:0043301	negative regulation of leukocyte degranulation	10	2	0.00365145784556841	0.04546919257243	Il13ra2,Ccr2
GO:0098908	GO:0098908	regulation of neuronal action potential	10	2	0.00365145784556841	0.04546919257243	Fgf12,Fmr1
GO:1900452	GO:1900452	regulation of long term synaptic depression	10	2	0.00365145784556841	0.04546919257243	Adora1,Fmr1
GO:0046324	GO:0046324	regulation of glucose import	68	4	0.003655343489461	0.04546919257243	Lep,Rarres2,Appl1,Rtn2
GO:0016043	GO:0016043	cellular component organization	5645	70	0.00368267969086655	0.045662875016783	Ctsd,Prdx6,Oxtr,Tspyl2,Anxa2,Plod3,Sorbs2,Sox6,Ttc7b,Htra1,Murc,Unc119,Angptl4,Insig1,Creb1,Sncg,Asf1b,Stmn4,B2m,Mgll,Dscc1,Birc2,Crtac1,Iscu,Zmynd11,Sfpq,Mpp7,Prkcdbp,Pex16,Tmed5,Chp1,Serpine1,Pi4k2a,Appl1,Adam8,Serpinh1,Fgf13,Pfkl,Mycbp2,Anxa6,Sez6l,Hprt,Hfe,Olfm1,Itgax,Trp53inp2,Gpihbp1,Dnmt3l,Tekt5,Pkp2,Cdkn2d,Ctsl,Lgals3,Dhrs4,Ret,Lgals1,Hsd17b12,Lipa,Fmr1,Col4a1,Srpx2,Fitm1,Sema5a,Col19a1,Chek2,G6pdx,Pltp,Bdnf,Tmem135,Sytl2
GO:0051154	GO:0051154	negative regulation of striated muscle cell differentiation	34	3	0.0037834810872956	0.046614889205696	Sox6,G6pdx,Bdnf
GO:2000273	GO:2000273	positive regulation of receptor activity	34	3	0.0037834810872956	0.046614889205696	Adora1,Anxa2,Hfe
GO:0046717	GO:0046717	acid secretion	112	5	0.00389978138306584	0.0478957327458181	Oxtr,Adora1,Lep,Pla2g12a,Bdnf
GO:0043491	GO:0043491	protein kinase B signaling	161	6	0.00393113261462913	0.0480485598246625	Lep,F7,Phlda3,Prkcdbp,Adam8,Sema5a
GO:0009259	GO:0009259	ribonucleotide metabolic process	461	11	0.00393698583464124	0.0480485598246625	Bdnf,Gpd1,Fam20c,Gmpr2,Tpi1,Pfkl,Hprt,Impdh1,Atp6v1b2,Npr3,Atp5d
GO:0048588	GO:0048588	developmental cell growth	215	7	0.00398315322972821	0.0484596165660664	Sorbs2,Mgll,Fgf13,Olfm1,Sema5a,G6pdx,Bdnf
GO:0031325	GO:0031325	positive regulation of cellular metabolic process	2828	40	0.0040321740954746	0.0489027114516779	Anxa2,Sox6,Murc,Adora1,Unc119,Gpd1,Insig1,Creb1,Lep,Rarres2,Smpd1,Dscc1,Birc2,C6,Dgat2,Sfpq,Prkcdbp,Chp1,Adam8,Tfrc,Mmp12,Hprt,Itgb2,Hfe,Psap,Bcap31,Cela1,Comt,Trp53inp2,Bcar3,Dnmt3l,Dbp,Ccr2,Ret,Fmr1,S100a8,Dap,Chek2,Mmd,Bdnf
GO:0006826	GO:0006826	iron ion transport	35	3	0.00411024421797962	0.049539931086891	B2m,Tfrc,Hfe
GO:0032228	GO:0032228	regulation of synaptic transmission, GABAergic	35	3	0.00411024421797962	0.049539931086891	Adora1,Oxtr,Bdnf
GO:0001932	GO:0001932	regulation of protein phosphorylation	1286	22	0.00413424116955612	0.0496748915759978	Bdnf,Tspyl2,Anxa2,Adora1,Unc119,Lep,Rarres2,Smpd1,Zmynd11,Prkcdbp,Chp1,Adam8,Itgb2,Hfe,Psap,Prkar2b,Bcar3,Cdkn2d,Ret,Fmr1,Chek2,Mmd
