"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0017145","BP","GO:0017145","stem cell division","1/34","43/29008",0.0492137588002759,0.15845188041459,0.115395460660385,"Tgfb2",1
"GO:0045601","BP","GO:0045601","regulation of endothelial cell differentiation","1/34","43/29008",0.0492137588002759,0.15845188041459,0.115395460660385,"S1pr3",1
"GO:0046461","BP","GO:0046461","neutral lipid catabolic process","1/34","43/29008",0.0492137588002759,0.15845188041459,0.115395460660385,"Plin5",1
"GO:0046464","BP","GO:0046464","acylglycerol catabolic process","1/34","43/29008",0.0492137588002759,0.15845188041459,0.115395460660385,"Plin5",1
"GO:0048730","BP","GO:0048730","epidermis morphogenesis","1/34","43/29008",0.0492137588002759,0.15845188041459,0.115395460660385,"Tgfb2",1
"GO:0086002","BP","GO:0086002","cardiac muscle cell action potential involved in contraction","1/34","43/29008",0.0492137588002759,0.15845188041459,0.115395460660385,"Scn3b",1
"GO:2000146","BP","GO:2000146","negative regulation of cell motility","2/34","306/29008",0.0498694270725142,0.15845188041459,0.115395460660385,"Dach1/Gna12",2
"GO:0006024","BP","GO:0006024","glycosaminoglycan biosynthetic process","1/34","44/29008",0.0503298206749793,0.15845188041459,0.115395460660385,"Csgalnact1",1
"GO:0017158","BP","GO:0017158","regulation of calcium ion-dependent exocytosis","1/34","44/29008",0.0503298206749793,0.15845188041459,0.115395460660385,"Adra2a",1
"GO:0032620","BP","GO:0032620","interleukin-17 production","1/34","44/29008",0.0503298206749793,0.15845188041459,0.115395460660385,"Arid5a",1
"GO:0045747","BP","GO:0045747","positive regulation of Notch signaling pathway","1/34","44/29008",0.0503298206749793,0.15845188041459,0.115395460660385,"Tgfb2",1
"GO:0061098","BP","GO:0061098","positive regulation of protein tyrosine kinase activity","1/34","44/29008",0.0503298206749793,0.15845188041459,0.115395460660385,"Adra2a",1
"GO:0070232","BP","GO:0070232","regulation of T cell apoptotic process","1/34","44/29008",0.0503298206749793,0.15845188041459,0.115395460660385,"Tgfb2",1
"GO:1902742","BP","GO:1902742","apoptotic process involved in development","1/34","44/29008",0.0503298206749793,0.15845188041459,0.115395460660385,"Tgfb2",1
"GO:0009895","BP","GO:0009895","negative regulation of catabolic process","2/34","311/29008",0.0513300440543455,0.15845188041459,0.115395460660385,"Plin5/Adra2a",2
"GO:0030198","BP","GO:0030198","extracellular matrix organization","2/34","311/29008",0.0513300440543455,0.15845188041459,0.115395460660385,"Csgalnact1/Tgfb2",2
"GO:0006509","BP","GO:0006509","membrane protein ectodomain proteolysis","1/34","45/29008",0.0514446109697264,0.15845188041459,0.115395460660385,"Adra2a",1
"GO:0034198","BP","GO:0034198","cellular response to amino acid starvation","1/34","45/29008",0.0514446109697264,0.15845188041459,0.115395460660385,"Ulk1",1
"GO:0042417","BP","GO:0042417","dopamine metabolic process","1/34","45/29008",0.0514446109697264,0.15845188041459,0.115395460660385,"Tgfb2",1
"GO:0043462","BP","GO:0043462","regulation of ATPase activity","1/34","45/29008",0.0514446109697264,0.15845188041459,0.115395460660385,"Cnn3",1
"GO:2000273","BP","GO:2000273","positive regulation of signaling receptor activity","1/34","45/29008",0.0514446109697264,0.15845188041459,0.115395460660385,"Adra2a",1
"GO:0006936","BP","GO:0006936","muscle contraction","2/34","312/29008",0.0516240289597435,0.15845188041459,0.115395460660385,"Scn3b/Adra2a",2
"GO:0043062","BP","GO:0043062","extracellular structure organization","2/34","312/29008",0.0516240289597435,0.15845188041459,0.115395460660385,"Csgalnact1/Tgfb2",2
"GO:0045229","BP","GO:0045229","external encapsulating structure organization","2/34","313/29008",0.0519186302663596,0.15845188041459,0.115395460660385,"Csgalnact1/Tgfb2",2
"GO:0015833","BP","GO:0015833","peptide transport","2/34","314/29008",0.0522138462223837,0.15845188041459,0.115395460660385,"Slco3a1/Adra2a",2
"GO:0051271","BP","GO:0051271","negative regulation of cellular component movement","2/34","315/29008",0.0525096750790484,0.15845188041459,0.115395460660385,"Dach1/Gna12",2
"GO:0002369","BP","GO:0002369","T cell cytokine production","1/34","46/29008",0.0525581310894322,0.15845188041459,0.115395460660385,"Arid5a",1
"GO:0006040","BP","GO:0006040","amino sugar metabolic process","1/34","46/29008",0.0525581310894322,0.15845188041459,0.115395460660385,"Csgalnact1",1
"GO:0044848","BP","GO:0044848","biological phase","1/34","46/29008",0.0525581310894322,0.15845188041459,0.115395460660385,"Tgfb2",1
"GO:0090329","BP","GO:0090329","regulation of DNA-dependent DNA replication","1/34","46/29008",0.0525581310894322,0.15845188041459,0.115395460660385,"Dach1",1
"GO:1903170","BP","GO:1903170","negative regulation of calcium ion transmembrane transport","1/34","46/29008",0.0525581310894322,0.15845188041459,0.115395460660385,"Tgfb2",1
"GO:0021696","BP","GO:0021696","cerebellar cortex morphogenesis","1/34","47/29008",0.0536703824375073,0.159912630712924,0.116459278604009,"Ulk1",1
"GO:0120163","BP","GO:0120163","negative regulation of cold-induced thermogenesis","1/34","47/29008",0.0536703824375073,0.159912630712924,0.116459278604009,"Nova1",1
"GO:1903053","BP","GO:1903053","regulation of extracellular matrix organization","1/34","47/29008",0.0536703824375073,0.159912630712924,0.116459278604009,"Tgfb2",1
"GO:2001239","BP","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","1/34","47/29008",0.0536703824375073,0.159912630712924,0.116459278604009,"Tgfb2",1
"GO:0003179","BP","GO:0003179","heart valve morphogenesis","1/34","48/29008",0.0547813664158617,0.16040865625794,0.116820518218943,"Tgfb2",1
"GO:0003254","BP","GO:0003254","regulation of membrane depolarization","1/34","48/29008",0.0547813664158617,0.16040865625794,0.116820518218943,"Scn3b",1
"GO:0010718","BP","GO:0010718","positive regulation of epithelial to mesenchymal transition","1/34","48/29008",0.0547813664158617,0.16040865625794,0.116820518218943,"Tgfb2",1
"GO:0033628","BP","GO:0033628","regulation of cell adhesion mediated by integrin","1/34","48/29008",0.0547813664158617,0.16040865625794,0.116820518218943,"Tgfb2",1
"GO:0045923","BP","GO:0045923","positive regulation of fatty acid metabolic process","1/34","48/29008",0.0547813664158617,0.16040865625794,0.116820518218943,"Plin5",1
"GO:1901985","BP","GO:1901985","positive regulation of protein acetylation","1/34","48/29008",0.0547813664158617,0.16040865625794,0.116820518218943,"Arid5a",1
"GO:0006790","BP","GO:0006790","sulfur compound metabolic process","2/34","326/29008",0.0558037468295635,0.161798338150504,0.117832579304896,"Csgalnact1/Far1",2
"GO:0010862","BP","GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation","1/34","49/29008",0.0558910844249041,0.161798338150504,0.117832579304896,"Tgfb2",1
"GO:0055081","BP","GO:0055081","anion homeostasis","1/34","49/29008",0.0558910844249041,0.161798338150504,0.117832579304896,"Kctd7",1
"GO:1990928","BP","GO:1990928","response to amino acid starvation","1/34","49/29008",0.0558910844249041,0.161798338150504,0.117832579304896,"Ulk1",1
"GO:0001822","BP","GO:0001822","kidney development","2/34","327/29008",0.0561067951915653,0.161962675071402,0.117952260653209,"Tgfb2/Tiparp",2
"GO:0016042","BP","GO:0016042","lipid catabolic process","2/34","328/29008",0.0564104339951144,0.162241701349024,0.118155466609227,"Plin5/Adra2a",2
"GO:0003197","BP","GO:0003197","endocardial cushion development","1/34","50/29008",0.0569995378635434,0.162241701349024,0.118155466609227,"Tgfb2",1
"GO:0035305","BP","GO:0035305","negative regulation of dephosphorylation","1/34","50/29008",0.0569995378635434,0.162241701349024,0.118155466609227,"Tgfb2",1
"GO:0042088","BP","GO:0042088","T-helper 1 type immune response","1/34","50/29008",0.0569995378635434,0.162241701349024,0.118155466609227,"Arid5a",1
"GO:0046676","BP","GO:0046676","negative regulation of insulin secretion","1/34","50/29008",0.0569995378635434,0.162241701349024,0.118155466609227,"Adra2a",1
"GO:0048562","BP","GO:0048562","embryonic organ morphogenesis","2/34","332/29008",0.0576308595368285,0.162635302138818,0.11844211353532,"Tgfb2/Slc39a3",2
"GO:0008544","BP","GO:0008544","epidermis development","2/34","333/29008",0.0579374250081543,0.162635302138818,0.11844211353532,"Tgfb2/Kazn",2
"GO:0045010","BP","GO:0045010","actin nucleation","1/34","51/29008",0.0581067281291915,0.162635302138818,0.11844211353532,"Arpc1b",1
"GO:0051438","BP","GO:0051438","regulation of ubiquitin-protein transferase activity","1/34","51/29008",0.0581067281291915,0.162635302138818,0.11844211353532,"Dcun1d4",1
"GO:0051646","BP","GO:0051646","mitochondrion localization","1/34","51/29008",0.0581067281291915,0.162635302138818,0.11844211353532,"Plin5",1
"GO:0090207","BP","GO:0090207","regulation of triglyceride metabolic process","1/34","51/29008",0.0581067281291915,0.162635302138818,0.11844211353532,"Plin5",1
"GO:0051235","BP","GO:0051235","maintenance of location","2/34","335/29008",0.0585522950010109,0.162635302138818,0.11844211353532,"Tgfb2/Plin5",2
"GO:0006023","BP","GO:0006023","aminoglycan biosynthetic process","1/34","52/29008",0.059212656617764,0.162635302138818,0.11844211353532,"Csgalnact1",1
"GO:0030166","BP","GO:0030166","proteoglycan biosynthetic process","1/34","52/29008",0.059212656617764,0.162635302138818,0.11844211353532,"Csgalnact1",1
"GO:0046189","BP","GO:0046189","phenol-containing compound biosynthetic process","1/34","52/29008",0.059212656617764,0.162635302138818,0.11844211353532,"Tgfb2",1
"GO:0046460","BP","GO:0046460","neutral lipid biosynthetic process","1/34","52/29008",0.059212656617764,0.162635302138818,0.11844211353532,"Plin5",1
"GO:0046463","BP","GO:0046463","acylglycerol biosynthetic process","1/34","52/29008",0.059212656617764,0.162635302138818,0.11844211353532,"Plin5",1
"GO:0061028","BP","GO:0061028","establishment of endothelial barrier","1/34","52/29008",0.059212656617764,0.162635302138818,0.11844211353532,"S1pr3",1
"GO:0060412","BP","GO:0060412","ventricular septum morphogenesis","1/34","53/29008",0.0603173247236837,0.164155998356912,0.119549588184105,"Tgfb2",1
"GO:0072132","BP","GO:0072132","mesenchyme morphogenesis","1/34","53/29008",0.0603173247236837,0.164155998356912,0.119549588184105,"Tgfb2",1
"GO:0040013","BP","GO:0040013","negative regulation of locomotion","2/34","341/29008",0.0604106961568615,0.164155998356912,0.119549588184105,"Dach1/Gna12",2
"GO:0060271","BP","GO:0060271","cilium assembly","2/34","341/29008",0.0604106961568615,0.164155998356912,0.119549588184105,"Fam149b/Clcn4",2
"GO:0072001","BP","GO:0072001","renal system development","2/34","342/29008",0.0607224232948285,0.164564226961251,0.119846888081898,"Tgfb2/Tiparp",2
"GO:0042886","BP","GO:0042886","amide transport","2/34","343/29008",0.0610347155855763,0.164971817458096,0.120143723266317,"Slco3a1/Adra2a",2
"GO:0010883","BP","GO:0010883","regulation of lipid storage","1/34","54/29008",0.0614207338398775,0.16513912343756,0.12026556688547,"Plin5",1
"GO:0045604","BP","GO:0045604","regulation of epidermal cell differentiation","1/34","54/29008",0.0614207338398775,0.16513912343756,0.12026556688547,"Tgfb2",1
"GO:0007032","BP","GO:0007032","endosome organization","1/34","55/29008",0.0625228853577832,0.166346788980629,0.121145071258038,"Stx6",1
"GO:0055010","BP","GO:0055010","ventricular cardiac muscle tissue morphogenesis","1/34","55/29008",0.0625228853577832,0.166346788980629,0.121145071258038,"Tgfb2",1
"GO:1901607","BP","GO:1901607","alpha-amino acid biosynthetic process","1/34","55/29008",0.0625228853577832,0.166346788980629,0.121145071258038,"Srr",1
"GO:2000378","BP","GO:2000378","negative regulation of reactive oxygen species metabolic process","1/34","55/29008",0.0625228853577832,0.166346788980629,0.121145071258038,"Plin5",1
"GO:0001974","BP","GO:0001974","blood vessel remodeling","1/34","56/29008",0.063623780667348,0.166664865038631,0.121376715926073,"Tgfb2",1
"GO:0042311","BP","GO:0042311","vasodilation","1/34","56/29008",0.063623780667348,0.166664865038631,0.121376715926073,"Adra2a",1
"GO:0061383","BP","GO:0061383","trabecula morphogenesis","1/34","56/29008",0.063623780667348,0.166664865038631,0.121376715926073,"Tgfb2",1
"GO:0086001","BP","GO:0086001","cardiac muscle cell action potential","1/34","56/29008",0.063623780667348,0.166664865038631,0.121376715926073,"Scn3b",1
"GO:0090303","BP","GO:0090303","positive regulation of wound healing","1/34","56/29008",0.063623780667348,0.166664865038631,0.121376715926073,"Adra2a",1
"GO:2000649","BP","GO:2000649","regulation of sodium ion transmembrane transporter activity","1/34","56/29008",0.063623780667348,0.166664865038631,0.121376715926073,"Scn3b",1
"GO:0045860","BP","GO:0045860","positive regulation of protein kinase activity","2/34","358/29008",0.0657857947445155,0.169803601442703,0.123662557736796,"Tgfb2/Adra2a",2
"GO:0010761","BP","GO:0010761","fibroblast migration","1/34","58/29008",0.0658218082138053,0.169803601442703,0.123662557736796,"Gna12",1
"GO:0021587","BP","GO:0021587","cerebellum morphogenesis","1/34","58/29008",0.0658218082138053,0.169803601442703,0.123662557736796,"Ulk1",1
"GO:0033619","BP","GO:0033619","membrane protein proteolysis","1/34","58/29008",0.0658218082138053,0.169803601442703,0.123662557736796,"Adra2a",1
"GO:0035065","BP","GO:0035065","regulation of histone acetylation","1/34","58/29008",0.0658218082138053,0.169803601442703,0.123662557736796,"Arid5a",1
"GO:0071715","BP","GO:0071715","icosanoid transport","1/34","58/29008",0.0658218082138053,0.169803601442703,0.123662557736796,"Slco3a1",1
"GO:0042060","BP","GO:0042060","wound healing","2/34","361/29008",0.0667507368390224,0.170102759478681,0.12388042501159,"Tgfb2/Adra2a",2
"GO:0000381","BP","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","1/34","59/29008",0.0669189432231569,0.170102759478681,0.12388042501159,"Nova1",1
"GO:0003170","BP","GO:0003170","heart valve development","1/34","59/29008",0.0669189432231569,0.170102759478681,0.12388042501159,"Tgfb2",1
"GO:0030199","BP","GO:0030199","collagen fibril organization","1/34","59/29008",0.0669189432231569,0.170102759478681,0.12388042501159,"Tgfb2",1
"GO:1900015","BP","GO:1900015","regulation of cytokine production involved in inflammatory response","1/34","59/29008",0.0669189432231569,0.170102759478681,0.12388042501159,"Chid1",1
"GO:0048872","BP","GO:0048872","homeostasis of number of cells","2/34","363/29008",0.0673967045627062,0.170102759478681,0.12388042501159,"Tgfb2/Slc39a3",2
"GO:0042596","BP","GO:0042596","fear response","1/34","60/29008",0.0680148275690899,0.170102759478681,0.12388042501159,"Adra2a",1
"GO:2001238","BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","1/34","60/29008",0.0680148275690899,0.170102759478681,0.12388042501159,"Tgfb2",1
"GO:0032956","BP","GO:0032956","regulation of actin cytoskeleton organization","2/34","368/29008",0.0690208857289838,0.170102759478681,0.12388042501159,"Arpc1b/Tgfb2",2
"GO:0006584","BP","GO:0006584","catecholamine metabolic process","1/34","61/29008",0.0691094626341255,0.170102759478681,0.12388042501159,"Tgfb2",1
"GO:0009712","BP","GO:0009712","catechol-containing compound metabolic process","1/34","61/29008",0.0691094626341255,0.170102759478681,0.12388042501159,"Tgfb2",1
"GO:0010259","BP","GO:0010259","multicellular organism aging","1/34","61/29008",0.0691094626341255,0.170102759478681,0.12388042501159,"Gna12",1
"GO:0031102","BP","GO:0031102","neuron projection regeneration","1/34","61/29008",0.0691094626341255,0.170102759478681,0.12388042501159,"Ulk1",1
"GO:0045682","BP","GO:0045682","regulation of epidermis development","1/34","61/29008",0.0691094626341255,0.170102759478681,0.12388042501159,"Tgfb2",1
"GO:0046470","BP","GO:0046470","phosphatidylcholine metabolic process","1/34","61/29008",0.0691094626341255,0.170102759478681,0.12388042501159,"Pcyt1b",1
"GO:0048278","BP","GO:0048278","vesicle docking","1/34","61/29008",0.0691094626341255,0.170102759478681,0.12388042501159,"Stx6",1
"GO:0070231","BP","GO:0070231","T cell apoptotic process","1/34","61/29008",0.0691094626341255,0.170102759478681,0.12388042501159,"Tgfb2",1
"GO:0090278","BP","GO:0090278","negative regulation of peptide hormone secretion","1/34","61/29008",0.0691094626341255,0.170102759478681,0.12388042501159,"Adra2a",1
"GO:1904705","BP","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","1/34","61/29008",0.0691094626341255,0.170102759478681,0.12388042501159,"Gna12",1
"GO:0002534","BP","GO:0002534","cytokine production involved in inflammatory response","1/34","62/29008",0.0702028497993045,0.171140440060984,0.124636134748199,"Chid1",1
"GO:0008652","BP","GO:0008652","cellular amino acid biosynthetic process","1/34","62/29008",0.0702028497993045,0.171140440060984,0.124636134748199,"Srr",1
"GO:0021575","BP","GO:0021575","hindbrain morphogenesis","1/34","62/29008",0.0702028497993045,0.171140440060984,0.124636134748199,"Ulk1",1
"GO:1990874","BP","GO:1990874","vascular associated smooth muscle cell proliferation","1/34","62/29008",0.0702028497993045,0.171140440060984,0.124636134748199,"Gna12",1
"GO:0002792","BP","GO:0002792","negative regulation of peptide secretion","1/34","63/29008",0.0712949904441891,0.172207753687163,0.125413425287381,"Adra2a",1
"GO:0008347","BP","GO:0008347","glial cell migration","1/34","63/29008",0.0712949904441891,0.172207753687163,0.125413425287381,"Tgfb2",1
"GO:0060393","BP","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","1/34","63/29008",0.0712949904441891,0.172207753687163,0.125413425287381,"Tgfb2",1
"GO:0044782","BP","GO:0044782","cilium organization","2/34","375/29008",0.0713166555995904,0.172207753687163,0.125413425287381,"Fam149b/Clcn4",2
"GO:1904062","BP","GO:1904062","regulation of cation transmembrane transport","2/34","376/29008",0.0716466825559607,0.172595672634808,0.125695934308703,"Tgfb2/Scn3b",2
"GO:0033692","BP","GO:0033692","cellular polysaccharide biosynthetic process","1/34","64/29008",0.0723858859468628,0.173555806540831,0.126395169269445,"Csgalnact1",1
"GO:0048008","BP","GO:0048008","platelet-derived growth factor receptor signaling pathway","1/34","64/29008",0.0723858859468628,0.173555806540831,0.126395169269445,"Tiparp",1
"GO:0019216","BP","GO:0019216","regulation of lipid metabolic process","2/34","379/29008",0.072639818605406,0.17375581023218,0.12654082559133,"Plin5/Adra2a",2
"GO:0002440","BP","GO:0002440","production of molecular mediator of immune response","2/34","380/29008",0.072971877138929,0.174119936976581,0.126806007508382,"Tgfb2/Arid5a",2
"GO:0002720","BP","GO:0002720","positive regulation of cytokine production involved in immune response","1/34","65/29008",0.0734755376839349,0.174119936976581,0.126806007508382,"Arid5a",1
"GO:0003229","BP","GO:0003229","ventricular cardiac muscle tissue development","1/34","65/29008",0.0734755376839349,0.174119936976581,0.126806007508382,"Tgfb2",1
"GO:0060193","BP","GO:0060193","positive regulation of lipase activity","1/34","65/29008",0.0734755376839349,0.174119936976581,0.126806007508382,"Plin5",1
"GO:0016239","BP","GO:0016239","positive regulation of macroautophagy","1/34","66/29008",0.0745639470305383,0.174444616831627,0.127042461511592,"Ulk1",1
"GO:0060038","BP","GO:0060038","cardiac muscle cell proliferation","1/34","66/29008",0.0745639470305383,0.174444616831627,0.127042461511592,"Tgfb2",1
"GO:0060350","BP","GO:0060350","endochondral bone morphogenesis","1/34","66/29008",0.0745639470305383,0.174444616831627,0.127042461511592,"Csgalnact1",1
"GO:0060389","BP","GO:0060389","pathway-restricted SMAD protein phosphorylation","1/34","66/29008",0.0745639470305383,0.174444616831627,0.127042461511592,"Tgfb2",1
"GO:2000736","BP","GO:2000736","regulation of stem cell differentiation","1/34","66/29008",0.0745639470305383,0.174444616831627,0.127042461511592,"Tgfb2",1
"GO:0001655","BP","GO:0001655","urogenital system development","2/34","385/29008",0.0746396986639737,0.174444616831627,0.127042461511592,"Tgfb2/Tiparp",2
"GO:0006869","BP","GO:0006869","lipid transport","2/34","387/29008",0.0753103118367457,0.175609171079277,0.127890569300026,"Osbpl5/Slco3a1",2
"GO:1902305","BP","GO:1902305","regulation of sodium ion transmembrane transport","1/34","67/29008",0.0756511153603348,0.175832255901269,0.128053034874639,"Scn3b",1
"GO:0007585","BP","GO:0007585","respiratory gaseous exchange by respiratory system","1/34","68/29008",0.076737044045513,0.175832255901269,0.128053034874639,"Dach1",1
"GO:0035904","BP","GO:0035904","aorta development","1/34","68/29008",0.076737044045513,0.175832255901269,0.128053034874639,"Tgfb2",1
"GO:0061337","BP","GO:0061337","cardiac conduction","1/34","68/29008",0.076737044045513,0.175832255901269,0.128053034874639,"Scn3b",1
"GO:2000756","BP","GO:2000756","regulation of peptidyl-lysine acetylation","1/34","68/29008",0.076737044045513,0.175832255901269,0.128053034874639,"Arid5a",1
"GO:0009306","BP","GO:0009306","protein secretion","2/34","393/29008",0.0773339383885428,0.175832255901269,0.128053034874639,"Tgfb2/Adra2a",2
"GO:0035592","BP","GO:0035592","establishment of protein localization to extracellular region","2/34","394/29008",0.0776729123654471,0.175832255901269,0.128053034874639,"Tgfb2/Adra2a",2
"GO:0006940","BP","GO:0006940","regulation of smooth muscle contraction","1/34","69/29008",0.0778217344567933,0.175832255901269,0.128053034874639,"Adra2a",1
"GO:0021695","BP","GO:0021695","cerebellar cortex development","1/34","69/29008",0.0778217344567933,0.175832255901269,0.128053034874639,"Ulk1",1
"GO:0046503","BP","GO:0046503","glycerolipid catabolic process","1/34","69/29008",0.0778217344567933,0.175832255901269,0.128053034874639,"Plin5",1
"GO:0051926","BP","GO:0051926","negative regulation of calcium ion transport","1/34","69/29008",0.0778217344567933,0.175832255901269,0.128053034874639,"Tgfb2",1
"GO:0061912","BP","GO:0061912","selective autophagy","1/34","69/29008",0.0778217344567933,0.175832255901269,0.128053034874639,"Ulk1",1
"GO:0086003","BP","GO:0086003","cardiac muscle cell contraction","1/34","69/29008",0.0778217344567933,0.175832255901269,0.128053034874639,"Scn3b",1
"GO:1902895","BP","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II","1/34","69/29008",0.0778217344567933,0.175832255901269,0.128053034874639,"Tgfb2",1
"GO:0042058","BP","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","1/34","70/29008",0.0789051879634269,0.176712937438972,0.128694407204664,"Adra2a",1
"GO:0048662","BP","GO:0048662","negative regulation of smooth muscle cell proliferation","1/34","70/29008",0.0789051879634269,0.176712937438972,0.128694407204664,"Gna12",1
"GO:0050771","BP","GO:0050771","negative regulation of axonogenesis","1/34","70/29008",0.0789051879634269,0.176712937438972,0.128694407204664,"Ulk1",1
"GO:0061512","BP","GO:0061512","protein localization to cilium","1/34","70/29008",0.0789051879634269,0.176712937438972,0.128694407204664,"Fam149b",1
"GO:0001541","BP","GO:0001541","ovarian follicle development","1/34","71/29008",0.0799874059331981,0.176963728455549,0.128877050318849,"Pcyt1b",1
"GO:0017156","BP","GO:0017156","calcium-ion regulated exocytosis","1/34","71/29008",0.0799874059331981,0.176963728455549,0.128877050318849,"Adra2a",1
"GO:0042733","BP","GO:0042733","embryonic digit morphogenesis","1/34","71/29008",0.0799874059331981,0.176963728455549,0.128877050318849,"Gna12",1
"GO:0061035","BP","GO:0061035","regulation of cartilage development","1/34","71/29008",0.0799874059331981,0.176963728455549,0.128877050318849,"Tgfb2",1
"GO:1903510","BP","GO:1903510","mucopolysaccharide metabolic process","1/34","71/29008",0.0799874059331981,0.176963728455549,0.128877050318849,"Csgalnact1",1
"GO:0071692","BP","GO:0071692","protein localization to extracellular region","2/34","401/29008",0.080059154875376,0.176963728455549,0.128877050318849,"Tgfb2/Adra2a",2
"GO:0022411","BP","GO:0022411","cellular component disassembly","2/34","402/29008",0.0804019463730898,0.17733676050688,0.129148717687465,"Ulk1/Tgfb2",2
"GO:0000271","BP","GO:0000271","polysaccharide biosynthetic process","1/34","72/29008",0.0810683897324265,0.178035967968411,0.129657928224502,"Csgalnact1",1
"GO:0055008","BP","GO:0055008","cardiac muscle tissue morphogenesis","1/34","72/29008",0.0810683897324265,0.178035967968411,0.129657928224502,"Tgfb2",1
"GO:1902117","BP","GO:1902117","positive regulation of organelle assembly","1/34","73/29008",0.0821481407259679,0.180019258924218,0.131102295895433,"Ulk1",1
"GO:0000422","BP","GO:0000422","autophagy of mitochondrion","1/34","74/29008",0.0832266602772139,0.180059377542422,0.131131513008014,"Ulk1",1
"GO:0001885","BP","GO:0001885","endothelial cell development","1/34","74/29008",0.0832266602772139,0.180059377542422,0.131131513008014,"S1pr3",1
"GO:0032456","BP","GO:0032456","endocytic recycling","1/34","74/29008",0.0832266602772139,0.180059377542422,0.131131513008014,"Stx6",1
"GO:0033627","BP","GO:0033627","cell adhesion mediated by integrin","1/34","74/29008",0.0832266602772139,0.180059377542422,0.131131513008014,"Tgfb2",1
"GO:0061726","BP","GO:0061726","mitochondrion disassembly","1/34","74/29008",0.0832266602772139,0.180059377542422,0.131131513008014,"Ulk1",1
"GO:1903036","BP","GO:1903036","positive regulation of response to wounding","1/34","74/29008",0.0832266602772139,0.180059377542422,0.131131513008014,"Adra2a",1
"GO:0000380","BP","GO:0000380","alternative mRNA splicing, via spliceosome","1/34","75/29008",0.0843039497480987,0.180095859105477,0.131158081369104,"Nova1",1
"GO:0006635","BP","GO:0006635","fatty acid beta-oxidation","1/34","75/29008",0.0843039497480987,0.180095859105477,0.131158081369104,"Plin5",1
"GO:0014068","BP","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","1/34","75/29008",0.0843039497480987,0.180095859105477,0.131158081369104,"Tgfb2",1
"GO:0034637","BP","GO:0034637","cellular carbohydrate biosynthetic process","1/34","75/29008",0.0843039497480987,0.180095859105477,0.131158081369104,"Csgalnact1",1
"GO:0048663","BP","GO:0048663","neuron fate commitment","1/34","75/29008",0.0843039497480987,0.180095859105477,0.131158081369104,"Tgfb2",1
"GO:1901184","BP","GO:1901184","regulation of ERBB signaling pathway","1/34","75/29008",0.0843039497480987,0.180095859105477,0.131158081369104,"Adra2a",1
"GO:0032970","BP","GO:0032970","regulation of actin filament-based process","2/34","416/29008",0.0852497452019688,0.181254647288703,0.132001989916363,"Arpc1b/Tgfb2",2
"GO:0006029","BP","GO:0006029","proteoglycan metabolic process","1/34","76/29008",0.0853800104990945,0.181254647288703,0.132001989916363,"Csgalnact1",1
"GO:1905515","BP","GO:1905515","non-motile cilium assembly","1/34","76/29008",0.0853800104990945,0.181254647288703,0.132001989916363,"Clcn4",1
"GO:0032535","BP","GO:0032535","regulation of cellular component size","2/34","417/29008",0.085599437289026,0.181342674838914,0.132066097579086,"Arpc1b/Ulk1",2
"GO:0061097","BP","GO:0061097","regulation of protein tyrosine kinase activity","1/34","77/29008",0.0864548438892172,0.182396451186568,0.132833529349239,"Adra2a",1
"GO:0140056","BP","GO:0140056","organelle localization by membrane tethering","1/34","77/29008",0.0864548438892172,0.182396451186568,0.132833529349239,"Stx6",1
"GO:0002697","BP","GO:0002697","regulation of immune effector process","2/34","424/29008",0.0880597523740893,0.185398528242143,0.135019846506596,"Tgfb2/Arid5a",2
"GO:0003012","BP","GO:0003012","muscle system process","2/34","425/29008",0.0884129900850259,0.185758426591013,0.135281949017782,"Scn3b/Adra2a",2
"GO:0050709","BP","GO:0050709","negative regulation of protein secretion","1/34","79/29008",0.0886008340156258,0.185770061444285,0.13529042231106,"Adra2a",1
"GO:0038034","BP","GO:0038034","signal transduction in absence of ligand","1/34","80/29008",0.0896719934626671,0.186101346921503,0.135531686978626,"Tgfb2",1
"GO:0048844","BP","GO:0048844","artery morphogenesis","1/34","80/29008",0.0896719934626671,0.186101346921503,0.135531686978626,"Tgfb2",1
"GO:0070228","BP","GO:0070228","regulation of lymphocyte apoptotic process","1/34","80/29008",0.0896719934626671,0.186101346921503,0.135531686978626,"Tgfb2",1
"GO:0097192","BP","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","1/34","80/29008",0.0896719934626671,0.186101346921503,0.135531686978626,"Tgfb2",1
"GO:1901983","BP","GO:1901983","regulation of protein acetylation","1/34","80/29008",0.0896719934626671,0.186101346921503,0.135531686978626,"Arid5a",1
"GO:0002711","BP","GO:0002711","positive regulation of T cell mediated immunity","1/34","81/29008",0.0907419309703508,0.18717819364127,0.136315920166412,"Arid5a",1
