"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000729","BP","GO:0000729","DNA double-strand break processing","2/191","17/29008",0.00549603257335884,0.0496985502863071,0.0386002632848498,"Brip1/Exd2",2
"GO:0007000","BP","GO:0007000","nucleolus organization","2/191","17/29008",0.00549603257335884,0.0496985502863071,0.0386002632848498,"Baz2a/Rrp8",2
"GO:0045342","BP","GO:0045342","MHC class II biosynthetic process","2/191","17/29008",0.00549603257335884,0.0496985502863071,0.0386002632848498,"Ciita/Slc11a1",2
"GO:0072537","BP","GO:0072537","fibroblast activation","2/191","17/29008",0.00549603257335884,0.0496985502863071,0.0386002632848498,"Lep/Gsk3b",2
"GO:0014897","BP","GO:0014897","striated muscle hypertrophy","4/191","108/29008",0.00573218993638147,0.0510106475518544,0.0396193533712544,"Adra1a/Lep/Lmna/Gsk3b",4
"GO:0048145","BP","GO:0048145","regulation of fibroblast proliferation","4/191","108/29008",0.00573218993638147,0.0510106475518544,0.0396193533712544,"Serpine1/Pparg/Cd300a/Cdc6",4
"GO:0071901","BP","GO:0071901","negative regulation of protein serine/threonine kinase activity","4/191","108/29008",0.00573218993638147,0.0510106475518544,0.0396193533712544,"Pparg/Dusp7/Cd300a/Gsk3b",4
"GO:0043620","BP","GO:0043620","regulation of DNA-templated transcription in response to stress","3/191","55/29008",0.00573361158124542,0.0510106475518544,0.0396193533712544,"Pparg/Atf6b/Cd36",3
"GO:0046580","BP","GO:0046580","negative regulation of Ras protein signal transduction","3/191","55/29008",0.00573361158124542,0.0510106475518544,0.0396193533712544,"Adra1a/Trim67/Tnk1",3
"GO:0032755","BP","GO:0032755","positive regulation of interleukin-6 production","4/191","109/29008",0.00592051017553985,0.0523357918722401,0.040648576947448,"Lep/Cd36/Lpl/Tyrobp",4
"GO:0042310","BP","GO:0042310","vasoconstriction","4/191","109/29008",0.00592051017553985,0.0523357918722401,0.040648576947448,"Adra1a/Lep/Drd1/Slc6a4",4
"GO:0009410","BP","GO:0009410","response to xenobiotic stimulus","7/191","325/29008",0.00593953352151218,0.0523362091128773,0.0406489010132076,"Slamf8/Acaa1b/Adra1a/Serpine1/Drd1/Lck/Akr1c12",7
"GO:0034113","BP","GO:0034113","heterotypic cell-cell adhesion","3/191","56/29008",0.00602917762354509,0.0524557472736194,0.0407417448577595,"Lck/Cd200r1/Itgb2",3
"GO:0072577","BP","GO:0072577","endothelial cell apoptotic process","3/191","56/29008",0.00602917762354509,0.0524557472736194,0.0407417448577595,"Ccl12/Serpine1/Pdcd4",3
"GO:0090303","BP","GO:0090303","positive regulation of wound healing","3/191","56/29008",0.00602917762354509,0.0524557472736194,0.0407417448577595,"Serpine1/Cd36/Clec7a",3
"GO:1900271","BP","GO:1900271","regulation of long-term synaptic potentiation","3/191","56/29008",0.00602917762354509,0.0524557472736194,0.0407417448577595,"Drd1/Gsk3b/Tyrobp",3
"GO:0014896","BP","GO:0014896","muscle hypertrophy","4/191","110/29008",0.00611290715964652,0.052610611822977,0.0408620262813474,"Adra1a/Lep/Lmna/Gsk3b",4
"GO:0055006","BP","GO:0055006","cardiac cell development","4/191","110/29008",0.00611290715964652,0.052610611822977,0.0408620262813474,"Adra1a/Pdcd4/Lmna/Gsk3b",4
"GO:0002524","BP","GO:0002524","hypersensitivity","2/191","18/29008",0.00615638880678201,0.052610611822977,0.0408620262813474,"Spn/Fcer1a",2
"GO:0030730","BP","GO:0030730","sequestering of triglyceride","2/191","18/29008",0.00615638880678201,0.052610611822977,0.0408620262813474,"Pparg/Lpl",2
"GO:0050855","BP","GO:0050855","regulation of B cell receptor signaling pathway","2/191","18/29008",0.00615638880678201,0.052610611822977,0.0408620262813474,"Cd300a/Stap1",2
"GO:0006606","BP","GO:0006606","protein import into nucleus","5/191","175/29008",0.00616143133387294,0.052610611822977,0.0408620262813474,"Arntl/Lep/Drd1/Lmna/Cd36",5
"GO:0017157","BP","GO:0017157","regulation of exocytosis","6/191","249/29008",0.00628802280290814,0.0532152181205524,0.0413316166846014,"Adra1a/Drd1/Cd300a/Gsk3b/Itgb2/Fcer1a",6
"GO:0002367","BP","GO:0002367","cytokine production involved in immune response","4/191","111/29008",0.00630941853713584,0.0532152181205524,0.0413316166846014,"Gimap3/Il18rap/Cd36/Slc11a1",4
"GO:0046634","BP","GO:0046634","regulation of alpha-beta T cell activation","4/191","111/29008",0.00630941853713584,0.0532152181205524,0.0413316166846014,"Gimap3/Sh3rf1/Cd1d1/Cd300a",4
"GO:0048144","BP","GO:0048144","fibroblast proliferation","4/191","111/29008",0.00630941853713584,0.0532152181205524,0.0413316166846014,"Serpine1/Pparg/Cd300a/Cdc6",4
"GO:0050732","BP","GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","3/191","57/29008",0.00633370021258112,0.0532571499582279,0.0413641846360802,"Sh2d1b1/Chmp6/Cd300a",3
"GO:0043030","BP","GO:0043030","regulation of macrophage activation","3/191","58/29008",0.00664724695395369,0.0557237297842076,0.0432799473725668,"Pparg/Cd1d1/Stap1",3
"GO:0051170","BP","GO:0051170","import into nucleus","5/191","179/29008",0.00676452476680509,0.056535028202571,0.0439100730476822,"Arntl/Lep/Drd1/Lmna/Cd36",5
"GO:0044241","BP","GO:0044241","lipid digestion","2/191","19/29008",0.00685103109280109,0.0570850264469649,0.0443372500360954,"Lep/Cd36",2
"GO:0032652","BP","GO:0032652","regulation of interleukin-1 production","4/191","114/29008",0.00692400959443575,0.0573819017286505,0.0445678294789526,"Ffar4/Cd36/Lpl/Tyrobp",4
"GO:0002548","BP","GO:0002548","monocyte chemotaxis","3/191","59/29008",0.00696988291482883,0.0573819017286505,0.0445678294789526,"Ccl12/Slamf8/Serpine1",3
"GO:0032731","BP","GO:0032731","positive regulation of interleukin-1 beta production","3/191","59/29008",0.00696988291482883,0.0573819017286505,0.0445678294789526,"Cd36/Lpl/Tyrobp",3
"GO:1900015","BP","GO:1900015","regulation of cytokine production involved in inflammatory response","3/191","59/29008",0.00696988291482883,0.0573819017286505,0.0445678294789526,"Pdcd4/Lep/Clec7a",3
"GO:0002832","BP","GO:0002832","negative regulation of response to biotic stimulus","4/191","115/29008",0.00713734710827352,0.0585857241804118,0.0455028238262425,"Slamf8/Sh2d1b1/Dcst1/Pparg",4
"GO:0033003","BP","GO:0033003","regulation of mast cell activation","3/191","60/29008",0.00730167066216978,0.0597566993657693,0.0464123060987521,"Cd300a/Fcer1a/Cd300lb",3
"GO:0003012","BP","GO:0003012","muscle system process","8/191","425/29008",0.00739557061267514,0.0602676129096656,0.0468091264727184,"Myl4/Adra1a/Lep/Drd1/Lck/Lmna/Gsk3b/Tifab",8
"GO:0042129","BP","GO:0042129","regulation of T cell proliferation","5/191","183/29008",0.00740780303711989,0.0602676129096656,0.0468091264727184,"Itgal/Spn/Lep/Sh3rf1/Cd1d1",5
"GO:0010506","BP","GO:0010506","regulation of autophagy","6/191","259/29008",0.00756721056325796,0.0605703583013218,0.0470442651590358,"Adra1a/Trim30c/Lep/Vps13c/Gsk3b/Kat5",6
"GO:0006939","BP","GO:0006939","smooth muscle contraction","4/191","117/29008",0.00757694734570297,0.0605703583013218,0.0470442651590358,"Adra1a/Drd1/Lck/Tifab",4
"GO:0006071","BP","GO:0006071","glycerol metabolic process","2/191","20/29008",0.00757948414378524,0.0605703583013218,0.0470442651590358,"Lep/Dgat2",2
"GO:0030194","BP","GO:0030194","positive regulation of blood coagulation","2/191","20/29008",0.00757948414378524,0.0605703583013218,0.0470442651590358,"Serpine1/Cd36",2
"GO:0098856","BP","GO:0098856","intestinal lipid absorption","2/191","20/29008",0.00757948414378524,0.0605703583013218,0.0470442651590358,"Lep/Cd36",2
"GO:1900048","BP","GO:1900048","positive regulation of hemostasis","2/191","20/29008",0.00757948414378524,0.0605703583013218,0.0470442651590358,"Serpine1/Cd36",2
"GO:0043300","BP","GO:0043300","regulation of leukocyte degranulation","3/191","61/29008",0.00764267030052936,0.0605703583013218,0.0470442651590358,"Cd300a/Itgb2/Fcer1a",3
"GO:0090278","BP","GO:0090278","negative regulation of peptide hormone secretion","3/191","61/29008",0.00764267030052936,0.0605703583013218,0.0470442651590358,"Ffar4/Lep/Pparg",3
"GO:1904705","BP","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","3/191","61/29008",0.00764267030052936,0.0605703583013218,0.0470442651590358,"Pdcd4/Pparg/Hpgd",3
"GO:0002275","BP","GO:0002275","myeloid cell activation involved in immune response","4/191","118/29008",0.00780328011566175,0.0616660359856593,0.0478952647726486,"Cd300a/Itgb2/Fcer1a/Tyrobp",4
"GO:0007568","BP","GO:0007568","aging","6/191","262/29008",0.00798511327069868,0.0624490854587714,0.0485034498334414,"Adra1a/Serpine1/Arntl/Pdcd4/Lep/Lmna",6
"GO:0002534","BP","GO:0002534","cytokine production involved in inflammatory response","3/191","62/29008",0.00799293950940765,0.0624490854587714,0.0485034498334414,"Pdcd4/Lep/Clec7a",3
"GO:0051058","BP","GO:0051058","negative regulation of small GTPase mediated signal transduction","3/191","62/29008",0.00799293950940765,0.0624490854587714,0.0485034498334414,"Adra1a/Trim67/Tnk1",3
"GO:1990874","BP","GO:1990874","vascular associated smooth muscle cell proliferation","3/191","62/29008",0.00799293950940765,0.0624490854587714,0.0485034498334414,"Pdcd4/Pparg/Hpgd",3
"GO:0032612","BP","GO:0032612","interleukin-1 production","4/191","120/29008",0.00826918293680945,0.0632865044344344,0.0491538630296836,"Ffar4/Cd36/Lpl/Tyrobp",4
"GO:0045621","BP","GO:0045621","positive regulation of lymphocyte differentiation","4/191","120/29008",0.00826918293680945,0.0632865044344344,0.0491538630296836,"Gimap3/Lck/Cd1d1/Il7",4
"GO:1904019","BP","GO:1904019","epithelial cell apoptotic process","4/191","120/29008",0.00826918293680945,0.0632865044344344,0.0491538630296836,"Ccl12/Serpine1/Pdcd4/Gsk3b",4
"GO:0006816","BP","GO:0006816","calcium ion transport","8/191","434/29008",0.00833541401024,0.0632865044344344,0.0491538630296836,"Ccl12/Adra1a/Serpine1/Cxcl9/Stc2/Drd1/Gimap3/Lck",8
"GO:0002922","BP","GO:0002922","positive regulation of humoral immune response","2/191","21/29008",0.00834127738727957,0.0632865044344344,0.0491538630296836,"C6/Gimap3",2
"GO:0032095","BP","GO:0032095","regulation of response to food","2/191","21/29008",0.00834127738727957,0.0632865044344344,0.0491538630296836,"Lep/Cck",2
"GO:0071398","BP","GO:0071398","cellular response to fatty acid","2/191","21/29008",0.00834127738727957,0.0632865044344344,0.0491538630296836,"Dgat2/Lpl",2
"GO:2000353","BP","GO:2000353","positive regulation of endothelial cell apoptotic process","2/191","21/29008",0.00834127738727957,0.0632865044344344,0.0491538630296836,"Ccl12/Pdcd4",2
"GO:0002792","BP","GO:0002792","negative regulation of peptide secretion","3/191","63/29008",0.00835253358017916,0.0632865044344344,0.0491538630296836,"Ffar4/Lep/Pparg",3
"GO:0008347","BP","GO:0008347","glial cell migration","3/191","63/29008",0.00835253358017916,0.0632865044344344,0.0491538630296836,"Ccl12/Apcdd1/Stap1",3
"GO:0032655","BP","GO:0032655","regulation of interleukin-12 production","3/191","63/29008",0.00835253358017916,0.0632865044344344,0.0491538630296836,"Cmklr1/Lep/Cd36",3
"GO:0031503","BP","GO:0031503","protein-containing complex localization","6/191","265/29008",0.00841939076259326,0.0636183006115951,0.0494115651099561,"Ift81/Bbs12/Ift22/Lgi1/Gsk3b/Tyrobp",6
"GO:0071900","BP","GO:0071900","regulation of protein serine/threonine kinase activity","7/191","349/29008",0.00862456136249619,0.0648855104320016,0.050395791660289,"Tab1/Pparg/Dusp7/Cd300a/Gsk3b/Fcer1a/Cdc6",7
"GO:0060401","BP","GO:0060401","cytosolic calcium ion transport","5/191","190/29008",0.00863414877757237,0.0648855104320016,0.050395791660289,"Adra1a/Cxcl9/Drd1/Gimap3/Lck",5
"GO:0001954","BP","GO:0001954","positive regulation of cell-matrix adhesion","3/191","64/29008",0.00872150545259413,0.0653638914083006,0.0507673443822341,"Epha1/Gsk3b/Cd36",3
"GO:0032649","BP","GO:0032649","regulation of interferon-gamma production","4/191","123/29008",0.00900163359309332,0.0670986633777065,0.0521147208021193,"Sh2d1b1/Gimap3/Cd1d1/Slc11a1",4
"GO:0040029","BP","GO:0040029","regulation of gene expression, epigenetic","4/191","123/29008",0.00900163359309332,0.0670986633777065,0.0521147208021193,"Baz2a/Gsk3b/Pabpc1l/Rrp8",4
"GO:0015909","BP","GO:0015909","long-chain fatty acid transport","3/191","65/29008",0.00909990575085781,0.0671918296087944,0.0521870818876748,"Pparg/Fabp4/Cd36",3
"GO:0032615","BP","GO:0032615","interleukin-12 production","3/191","65/29008",0.00909990575085781,0.0671918296087944,0.0521870818876748,"Cmklr1/Lep/Cd36",3
"GO:0050854","BP","GO:0050854","regulation of antigen receptor-mediated signaling pathway","3/191","65/29008",0.00909990575085781,0.0671918296087944,0.0521870818876748,"Lck/Cd300a/Stap1",3
"GO:0002283","BP","GO:0002283","neutrophil activation involved in immune response","2/191","22/29008",0.00913594492505363,0.0671918296087944,0.0521870818876748,"Itgb2/Tyrobp",2
"GO:0150104","BP","GO:0150104","transport across blood-brain barrier","2/191","22/29008",0.00913594492505363,0.0671918296087944,0.0521870818876748,"Abcg3/Cd36",2
"GO:0046928","BP","GO:0046928","regulation of neurotransmitter secretion","4/191","124/29008",0.00925487404818365,0.067885485704496,0.0527258361927596,"Adra1a/Drd1/Gsk3b/Mctp1",4
"GO:0010524","BP","GO:0010524","positive regulation of calcium ion transport into cytosol","3/191","66/29008",0.0094877828192924,0.0694092971236298,0.0539093621031971,"Cxcl9/Drd1/Gimap3",3
"GO:0019882","BP","GO:0019882","antigen processing and presentation","4/191","126/29008",0.00977518189403574,0.0711865914721796,0.0552897651409814,"Cd1d1/Clec4a2/Ighm/Slc11a1",4
"GO:0000768","BP","GO:0000768","syncytium formation by plasma membrane fusion","3/191","67/29008",0.00988518275758527,0.0711865914721796,0.0552897651409814,"Cxcl9/Gsk3b/Tyrobp",3
"GO:0140253","BP","GO:0140253","cell-cell fusion","3/191","67/29008",0.00988518275758527,0.0711865914721796,0.0552897651409814,"Cxcl9/Gsk3b/Tyrobp",3
"GO:0002864","BP","GO:0002864","regulation of acute inflammatory response to antigenic stimulus","2/191","23/29008",0.00996302549248053,0.0711865914721796,0.0552897651409814,"Spn/Fcer1a",2
"GO:0010232","BP","GO:0010232","vascular transport","2/191","23/29008",0.00996302549248053,0.0711865914721796,0.0552897651409814,"Abcg3/Cd36",2
"GO:0019400","BP","GO:0019400","alditol metabolic process","2/191","23/29008",0.00996302549248053,0.0711865914721796,0.0552897651409814,"Lep/Dgat2",2
"GO:0035357","BP","GO:0035357","peroxisome proliferator activated receptor signaling pathway","2/191","23/29008",0.00996302549248053,0.0711865914721796,0.0552897651409814,"Lep/Pparg",2
"GO:0050820","BP","GO:0050820","positive regulation of coagulation","2/191","23/29008",0.00996302549248053,0.0711865914721796,0.0552897651409814,"Serpine1/Cd36",2
"GO:0072677","BP","GO:0072677","eosinophil migration","2/191","23/29008",0.00996302549248053,0.0711865914721796,0.0552897651409814,"Ccl12/Cd300a",2
"GO:0006801","BP","GO:0006801","superoxide metabolic process","3/191","68/29008",0.0102921494556284,0.0729394305754194,0.056651174085332,"Cd36/Itgb2/Tyrobp",3
"GO:0032720","BP","GO:0032720","negative regulation of tumor necrosis factor production","3/191","68/29008",0.0102921494556284,0.0729394305754194,0.056651174085332,"Gpr18/Clec4a2/C5ar2",3
"GO:0097006","BP","GO:0097006","regulation of plasma lipoprotein particle levels","3/191","68/29008",0.0102921494556284,0.0729394305754194,0.056651174085332,"Dgat2/Cd36/Lpl",3
"GO:0042752","BP","GO:0042752","regulation of circadian rhythm","4/191","128/29008",0.0103141326774523,0.0729394305754194,0.056651174085332,"Arntl/Drd1/Pparg/Gsk3b",4
"GO:0051048","BP","GO:0051048","negative regulation of secretion","5/191","199/29008",0.0104085050177528,0.0734185596904405,0.0570233078775797,"Ffar4/Lep/Pparg/Cd300a/Tifab",5
"GO:0032259","BP","GO:0032259","methylation","7/191","363/29008",0.0105534078009452,0.0742507620280788,0.0576696693741233,"Baz2a/Wdr5b/Lmna/Wdr4/Gsk3b/Mettl18/Rrp8",7
"GO:0006949","BP","GO:0006949","syncytium formation","3/191","69/29008",0.0107087246279521,0.0746181203737901,0.0579549921608575,"Cxcl9/Gsk3b/Tyrobp",3
"GO:0071677","BP","GO:0071677","positive regulation of mononuclear cell migration","3/191","69/29008",0.0107087246279521,0.0746181203737901,0.0579549921608575,"Dock8/Serpine1/Spn",3
"GO:1903556","BP","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","3/191","69/29008",0.0107087246279521,0.0746181203737901,0.0579549921608575,"Gpr18/Clec4a2/C5ar2",3
"GO:0006691","BP","GO:0006691","leukotriene metabolic process","2/191","24/29008",0.0108220624182437,0.0746181203737901,0.0579549921608575,"Ltc4s/Fcer1a",2
"GO:0032098","BP","GO:0032098","regulation of appetite","2/191","24/29008",0.0108220624182437,0.0746181203737901,0.0579549921608575,"Lep/Cck",2
"GO:0032930","BP","GO:0032930","positive regulation of superoxide anion generation","2/191","24/29008",0.0108220624182437,0.0746181203737901,0.0579549921608575,"Itgb2/Tyrobp",2
"GO:0034383","BP","GO:0034383","low-density lipoprotein particle clearance","2/191","24/29008",0.0108220624182437,0.0746181203737901,0.0579549921608575,"Dgat2/Cd36",2
"GO:0090335","BP","GO:0090335","regulation of brown fat cell differentiation","2/191","24/29008",0.0108220624182437,0.0746181203737901,0.0579549921608575,"Ffar4/Lep",2
"GO:0002698","BP","GO:0002698","negative regulation of immune effector process","4/191","130/29008",0.010871968630451,0.0747752854932266,0.058077060409418,"Slamf8/Sh2d1b1/Spn/Cd300a",4
"GO:0045089","BP","GO:0045089","positive regulation of innate immune response","4/191","131/29008",0.0111580422935806,0.0765519419047148,0.0594569679691976,"Sh2d1b1/Gimap3/Il18rap/Tyrobp",4
"GO:0032732","BP","GO:0032732","positive regulation of interleukin-1 production","3/191","71/29008",0.0115708565805562,0.0787961048127754,0.0611999821739621,"Cd36/Lpl/Tyrobp",3
"GO:1990868","BP","GO:1990868","response to chemokine","3/191","71/29008",0.0115708565805562,0.0787961048127754,0.0611999821739621,"Dock8/Ccl12/Cxcl9",3
"GO:1990869","BP","GO:1990869","cellular response to chemokine","3/191","71/29008",0.0115708565805562,0.0787961048127754,0.0611999821739621,"Dock8/Ccl12/Cxcl9",3
"GO:0010884","BP","GO:0010884","positive regulation of lipid storage","2/191","25/29008",0.0117126035843689,0.0789813219699005,0.0613438381011212,"Cd36/Lpl",2
"GO:0101023","BP","GO:0101023","vascular endothelial cell proliferation","2/191","25/29008",0.0117126035843689,0.0789813219699005,0.0613438381011212,"Ccl12/Pparg",2
"GO:1902683","BP","GO:1902683","regulation of receptor localization to synapse","2/191","25/29008",0.0117126035843689,0.0789813219699005,0.0613438381011212,"Gsk3b/Tyrobp",2
"GO:1905562","BP","GO:1905562","regulation of vascular endothelial cell proliferation","2/191","25/29008",0.0117126035843689,0.0789813219699005,0.0613438381011212,"Ccl12/Pparg",2
"GO:0051924","BP","GO:0051924","regulation of calcium ion transport","6/191","286/29008",0.0119462790821425,0.080360579776949,0.0624150909683185,"Ccl12/Serpine1/Cxcl9/Stc2/Drd1/Gimap3",6
"GO:0045428","BP","GO:0045428","regulation of nitric oxide biosynthetic process","3/191","72/29008",0.0120164862174053,0.0806328695605879,0.0626265751520157,"Gimap3/Cd36/Itgb2",3
"GO:0007586","BP","GO:0007586","digestion","4/191","134/29008",0.012045229245454,0.0806328695605879,0.0626265751520157,"Lep/Cd36/Cck/Tifab",4
"GO:0045055","BP","GO:0045055","regulated exocytosis","6/191","288/29008",0.0123290648674595,0.0823330772504926,0.0639471059138019,"Adra1a/Drd1/Cd300a/Gsk3b/Itgb2/Fcer1a",6
"GO:0046637","BP","GO:0046637","regulation of alpha-beta T cell differentiation","3/191","73/29008",0.0124718701077693,0.0830855501382309,0.064531542510324,"Gimap3/Sh3rf1/Cd1d1",3
"GO:0002523","BP","GO:0002523","leukocyte migration involved in inflammatory response","2/191","26/29008",0.0126342013865794,0.0833396674768189,0.0647289123756064,"Slamf8/Itgb2",2
"GO:0010888","BP","GO:0010888","negative regulation of lipid storage","2/191","26/29008",0.0126342013865794,0.0833396674768189,0.0647289123756064,"Lep/Pparg",2
"GO:0071880","BP","GO:0071880","adenylate cyclase-activating adrenergic receptor signaling pathway","2/191","26/29008",0.0126342013865794,0.0833396674768189,0.0647289123756064,"Adra1a/Drd1",2
"GO:0099010","BP","GO:0099010","modification of postsynaptic structure","2/191","26/29008",0.0126342013865794,0.0833396674768189,0.0647289123756064,"Drd1/Gsk3b",2
"GO:0010821","BP","GO:0010821","regulation of mitochondrion organization","4/191","136/29008",0.012661102491946,0.0833396674768189,0.0647289123756064,"Vps13c/Pparg/Lmna/Gsk3b",4
"GO:0071695","BP","GO:0071695","anatomical structure maturation","6/191","290/29008",0.01272040531255,0.0835306615524115,0.0648772551655117,"Btk/Lep/Pparg/Gsk3b/L3mbtl3/Pabpc1l",6
"GO:0010611","BP","GO:0010611","regulation of cardiac muscle hypertrophy","3/191","74/29008",0.0129370395919844,0.0843507215004561,0.065514185814827,"Adra1a/Lmna/Gsk3b",3
"GO:0032623","BP","GO:0032623","interleukin-2 production","3/191","74/29008",0.0129370395919844,0.0843507215004561,0.065514185814827,"Cd1d1/Kat5/Slc11a1",3
"GO:1903036","BP","GO:1903036","positive regulation of response to wounding","3/191","74/29008",0.0129370395919844,0.0843507215004561,0.065514185814827,"Serpine1/Cd36/Clec7a",3
"GO:0080164","BP","GO:0080164","regulation of nitric oxide metabolic process","3/191","75/29008",0.0134120240333473,0.0870361465505219,0.067599922991608,"Gimap3/Cd36/Itgb2",3
"GO:0097120","BP","GO:0097120","receptor localization to synapse","3/191","75/29008",0.0134120240333473,0.0870361465505219,0.067599922991608,"Lgi1/Gsk3b/Tyrobp",3
"GO:0014821","BP","GO:0014821","phasic smooth muscle contraction","2/191","27/29008",0.0135864126949712,0.0872881572652546,0.0677956566676055,"Drd1/Tifab",2
"GO:0036003","BP","GO:0036003","positive regulation of transcription from RNA polymerase II promoter in response to stress","2/191","27/29008",0.0135864126949712,0.0872881572652546,0.0677956566676055,"Pparg/Atf6b",2
"GO:0036336","BP","GO:0036336","dendritic cell migration","2/191","27/29008",0.0135864126949712,0.0872881572652546,0.0677956566676055,"Dock8/Slamf8",2
"GO:0060143","BP","GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","2/191","27/29008",0.0135864126949712,0.0872881572652546,0.0677956566676055,"Cxcl9/Tyrobp",2
"GO:0034341","BP","GO:0034341","response to interferon-gamma","4/191","139/29008",0.0136220687796248,0.0872881572652546,0.0677956566676055,"Ccl12/Ciita/Pparg/Slc11a1",4
"GO:0030258","BP","GO:0030258","lipid modification","5/191","213/29008",0.0136407526400742,0.0872881572652546,0.0677956566676055,"Acaa1b/Lep/Pparg/Dgat2/Cd36",5
"GO:0048469","BP","GO:0048469","cell maturation","5/191","214/29008",0.0138946893049522,0.0883122457230793,0.068591053794308,"Btk/Pparg/Gsk3b/L3mbtl3/Pabpc1l",5
"GO:0002704","BP","GO:0002704","negative regulation of leukocyte mediated immunity","3/191","76/29008",0.0138968508498247,0.0883122457230793,0.068591053794308,"Sh2d1b1/Spn/Cd300a",3
"GO:0032677","BP","GO:0032677","regulation of interleukin-8 production","3/191","76/29008",0.0138968508498247,0.0883122457230793,0.068591053794308,"Serpine1/Lep/C5ar2",3
"GO:0042254","BP","GO:0042254","ribosome biogenesis","6/191","296/29008",0.0139466838182192,0.088425181541721,0.068678769679555,"Znhit3/Mettl18/Gnl2/Ebna1bp2/Rrp8/Nop56",6
"GO:0018022","BP","GO:0018022","peptidyl-lysine methylation","4/191","141/29008",0.0142877818051805,0.090173231621711,0.070036459047434,"Baz2a/Wdr5b/Lmna/Mettl18",4
"GO:0051588","BP","GO:0051588","regulation of neurotransmitter transport","4/191","141/29008",0.0142877818051805,0.090173231621711,0.070036459047434,"Adra1a/Drd1/Gsk3b/Mctp1",4
"GO:0014743","BP","GO:0014743","regulation of muscle hypertrophy","3/191","77/29008",0.0143915455453898,0.0904143111940436,0.0702237026372576,"Adra1a/Lmna/Gsk3b",3
"GO:0032637","BP","GO:0032637","interleukin-8 production","3/191","77/29008",0.0143915455453898,0.0904143111940436,0.0702237026372576,"Serpine1/Lep/C5ar2",3
"GO:0032104","BP","GO:0032104","regulation of response to extracellular stimulus","2/191","28/29008",0.0145687988150058,0.0904971782247433,0.0702880644583613,"Lep/Cck",2
"GO:0032107","BP","GO:0032107","regulation of response to nutrient levels","2/191","28/29008",0.0145687988150058,0.0904971782247433,0.0702880644583613,"Lep/Cck",2
"GO:0032928","BP","GO:0032928","regulation of superoxide anion generation","2/191","28/29008",0.0145687988150058,0.0904971782247433,0.0702880644583613,"Itgb2/Tyrobp",2
"GO:0045061","BP","GO:0045061","thymic T cell selection","2/191","28/29008",0.0145687988150058,0.0904971782247433,0.0702880644583613,"Spn/Cd1d1",2
"GO:1904706","BP","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","2/191","28/29008",0.0145687988150058,0.0904971782247433,0.0702880644583613,"Pdcd4/Pparg",2
"GO:0006919","BP","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","3/191","78/29008",0.0148961317409892,0.0923225423407828,0.0717058027035201,"Pparg/Lck/Cck",3
"GO:0002822","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","5/191","220/29008",0.0154853470570164,0.0954937608618746,0.0741688497973035,"Spn/Gimap3/Cd1d1/Fcer1a/Slc11a1",5
"GO:0002068","BP","GO:0002068","glandular epithelial cell development","2/191","29/29008",0.0155809254488193,0.0954937608618746,0.0741688497973035,"Rarg/Arntl",2
"GO:0048384","BP","GO:0048384","retinoic acid receptor signaling pathway","2/191","29/29008",0.0155809254488193,0.0954937608618746,0.0741688497973035,"Rarg/Pparg",2
"GO:0048521","BP","GO:0048521","negative regulation of behavior","2/191","29/29008",0.0155809254488193,0.0954937608618746,0.0741688497973035,"Drd1/Cck",2
"GO:0090280","BP","GO:0090280","positive regulation of calcium ion import","2/191","29/29008",0.0155809254488193,0.0954937608618746,0.0741688497973035,"Ccl12/Serpine1",2
"GO:0002456","BP","GO:0002456","T cell mediated immunity","4/191","145/29008",0.0156802468397875,0.0958894030690332,0.0744761403173477,"Spn/Cd1d1/Il18rap/Slc11a1",4
"GO:1900076","BP","GO:1900076","regulation of cellular response to insulin stimulus","3/191","80/29008",0.0159350638841831,0.0970174529637462,0.0753522830354657,"Lep/Pparg/Lpl",3
"GO:1901983","BP","GO:1901983","regulation of protein acetylation","3/191","80/29008",0.0159350638841831,0.0970174529637462,0.0753522830354657,"Arntl/Gsk3b/Kat5",3
"GO:0007188","BP","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","5/191","222/29008",0.0160414866900959,0.0974502649587765,0.0756884428804664,"Ptger2/Adra1a/Cxcl9/Drd1/Mc2r",5
"GO:0001963","BP","GO:0001963","synaptic transmission, dopaminergic","2/191","30/29008",0.0166223626568433,0.0996619047990736,0.0774061968116159,"Drd1/Slc6a4",2
"GO:0007214","BP","GO:0007214","gamma-aminobutyric acid signaling pathway","2/191","30/29008",0.0166223626568433,0.0996619047990736,0.0774061968116159,"Gabrg1/Gpr156",2
"GO:0014912","BP","GO:0014912","negative regulation of smooth muscle cell migration","2/191","30/29008",0.0166223626568433,0.0996619047990736,0.0774061968116159,"Serpine1/Pparg",2
