"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002683","BP","GO:0002683","negative regulation of immune system process","5/149","460/29008",0.0891386883766115,0.345582530731199,0.322319397729016,"Cd96/Fas/Drd2/Oas1e/Grem1",5
"GO:0048736","BP","GO:0048736","appendage development","3/149","206/29008",0.0901680312852667,0.345582530731199,0.322319397729016,"Tbx5/Grem1/Tfap2a",3
"GO:0050777","BP","GO:0050777","negative regulation of immune response","3/149","206/29008",0.0901680312852667,0.345582530731199,0.322319397729016,"Cd96/Drd2/Oas1e",3
"GO:0060173","BP","GO:0060173","limb development","3/149","206/29008",0.0901680312852667,0.345582530731199,0.322319397729016,"Tbx5/Grem1/Tfap2a",3
"GO:0044264","BP","GO:0044264","cellular polysaccharide metabolic process","2/149","99/29008",0.0921483519313399,0.345582530731199,0.322319397729016,"Ppp3r2/Gcgr",2
"GO:0000212","BP","GO:0000212","meiotic spindle organization","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Cenpe",1
"GO:0003214","BP","GO:0003214","cardiac left ventricle morphogenesis","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Tbx5",1
"GO:0006613","BP","GO:0006613","cotranslational protein targeting to membrane","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Srp68",1
"GO:0006896","BP","GO:0006896","Golgi to vacuole transport","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Vps52",1
"GO:0014072","BP","GO:0014072","response to isoquinoline alkaloid","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Drd2",1
"GO:0015669","BP","GO:0015669","gas transport","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Car12",1
"GO:0015697","BP","GO:0015697","quaternary ammonium group transport","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Slc44a4",1
"GO:0021924","BP","GO:0021924","cell proliferation in external granule layer","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Lhx1",1
"GO:0021930","BP","GO:0021930","cerebellar granule cell precursor proliferation","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Lhx1",1
"GO:0033604","BP","GO:0033604","negative regulation of catecholamine secretion","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Drd2",1
"GO:0035067","BP","GO:0035067","negative regulation of histone acetylation","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Noc2l",1
"GO:0035457","BP","GO:0035457","cellular response to interferon-alpha","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Oas1e",1
"GO:0040037","BP","GO:0040037","negative regulation of fibroblast growth factor receptor signaling pathway","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Apln",1
"GO:0051349","BP","GO:0051349","positive regulation of lyase activity","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Akap5",1
"GO:0060033","BP","GO:0060033","anatomical structure regression","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Drd2",1
"GO:0060044","BP","GO:0060044","negative regulation of cardiac muscle cell proliferation","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Tbx5",1
"GO:0060123","BP","GO:0060123","regulation of growth hormone secretion","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Drd2",1
"GO:0060231","BP","GO:0060231","mesenchymal to epithelial transition","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Grem1",1
"GO:0060746","BP","GO:0060746","parental behavior","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Brinp1",1
"GO:0097284","BP","GO:0097284","hepatocyte apoptotic process","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Fas",1
"GO:1901741","BP","GO:1901741","positive regulation of myoblast fusion","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Scgb3a1",1
"GO:1902259","BP","GO:1902259","regulation of delayed rectifier potassium channel activity","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Kcne1",1
"GO:2000725","BP","GO:2000725","regulation of cardiac muscle cell differentiation","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Grem1",1
"GO:2001135","BP","GO:2001135","regulation of endocytic recycling","1/149","19/29008",0.0932384140143451,0.345582530731199,0.322319397729016,"Akap5",1
"GO:0032147","BP","GO:0032147","activation of protein kinase activity","2/149","100/29008",0.0937239881302052,0.346071405227947,0.322775363292504,"Drd2/Tcl1",2
"GO:0072080","BP","GO:0072080","nephron tubule development","2/149","100/29008",0.0937239881302052,0.346071405227947,0.322775363292504,"Grem1/Lhx1",2
"GO:0007200","BP","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","2/149","101/29008",0.0953074466504975,0.348342656516105,0.324893723690356,"Gpr139/Drd2",2
"GO:0060993","BP","GO:0060993","kidney morphogenesis","2/149","101/29008",0.0953074466504975,0.348342656516105,0.324893723690356,"Grem1/Lhx1",2
"GO:0002831","BP","GO:0002831","regulation of response to biotic stimulus","4/149","337/29008",0.0962392847064768,0.348342656516105,0.324893723690356,"Cd96/Ifnlr1/Drd2/Oas1e",4
"GO:0030510","BP","GO:0030510","regulation of BMP signaling pathway","2/149","102/29008",0.0968986069132036,0.348342656516105,0.324893723690356,"Skor1/Grem1",2
"GO:0002407","BP","GO:0002407","dendritic cell chemotaxis","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Ccr6",1
"GO:0003161","BP","GO:0003161","cardiac conduction system development","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Tbx5",1
"GO:0006828","BP","GO:0006828","manganese ion transport","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Atp2c2",1
"GO:0009110","BP","GO:0009110","vitamin biosynthetic process","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Cyp27b1",1
"GO:0021534","BP","GO:0021534","cell proliferation in hindbrain","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Lhx1",1
"GO:0021694","BP","GO:0021694","cerebellar Purkinje cell layer formation","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Lhx1",1
"GO:0030502","BP","GO:0030502","negative regulation of bone mineralization","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Grem1",1
"GO:0033599","BP","GO:0033599","regulation of mammary gland epithelial cell proliferation","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Agap2",1
"GO:0034312","BP","GO:0034312","diol biosynthetic process","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Acer1",1
"GO:0046514","BP","GO:0046514","ceramide catabolic process","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Acer1",1
"GO:0046519","BP","GO:0046519","sphingoid metabolic process","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Acer1",1
"GO:0051481","BP","GO:0051481","negative regulation of cytosolic calcium ion concentration","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Drd2",1
"GO:0071639","BP","GO:0071639","positive regulation of monocyte chemotactic protein-1 production","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Oas1e",1
"GO:0072079","BP","GO:0072079","nephron tubule formation","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Grem1",1
"GO:0072189","BP","GO:0072189","ureter development","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Lhx1",1
"GO:1901317","BP","GO:1901317","regulation of flagellated sperm motility","1/149","20/29008",0.097899060339222,0.348342656516105,0.324893723690356,"Ccr6",1
"GO:0021510","BP","GO:0021510","spinal cord development","2/149","103/29008",0.0984973493564479,0.349201653424943,0.325694896613426,"Lhx1/Foxn4",2
"GO:0021761","BP","GO:0021761","limbic system development","2/149","103/29008",0.0984973493564479,0.349201653424943,0.325694896613426,"Nhlh2/Prop1",2
"GO:0040013","BP","GO:0040013","negative regulation of locomotion","4/149","341/29008",0.0993968331775729,0.349586722488399,0.326054044479942,"Fas/Tbx5/Drd2/Grem1",4
"GO:0048732","BP","GO:0048732","gland development","5/149","477/29008",0.100066629234644,0.349586722488399,0.326054044479942,"Drd2/Atp2c2/Acer1/Agap2/Prop1",5
"GO:0001657","BP","GO:0001657","ureteric bud development","2/149","104/29008",0.100103555428344,0.349586722488399,0.326054044479942,"Grem1/Lhx1",2
"GO:0070227","BP","GO:0070227","lymphocyte apoptotic process","2/149","104/29008",0.100103555428344,0.349586722488399,0.326054044479942,"Noc2l/Fas",2
"GO:0072163","BP","GO:0072163","mesonephric epithelium development","2/149","104/29008",0.100103555428344,0.349586722488399,0.326054044479942,"Grem1/Lhx1",2
"GO:0072164","BP","GO:0072164","mesonephric tubule development","2/149","104/29008",0.100103555428344,0.349586722488399,0.326054044479942,"Grem1/Lhx1",2
"GO:0035265","BP","GO:0035265","organ growth","3/149","216/29008",0.100354494270048,0.349586722488399,0.326054044479942,"Tbx5/Cacna2d2/Matn1",3
"GO:0045088","BP","GO:0045088","regulation of innate immune response","3/149","217/29008",0.101397732566645,0.349586722488399,0.326054044479942,"Cd96/Drd2/Oas1e",3
"GO:0001976","BP","GO:0001976","nervous system process involved in regulation of systemic arterial blood pressure","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Drd2",1
"GO:0010447","BP","GO:0010447","response to acidic pH","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Kcne1",1
"GO:0021513","BP","GO:0021513","spinal cord dorsal/ventral patterning","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Foxn4",1
"GO:0021516","BP","GO:0021516","dorsal spinal cord development","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Lhx1",1
"GO:0045606","BP","GO:0045606","positive regulation of epidermal cell differentiation","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Cyp27b1",1
"GO:0046697","BP","GO:0046697","decidualization","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Tcf23",1
"GO:0046851","BP","GO:0046851","negative regulation of bone remodeling","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Grem1",1
"GO:0048148","BP","GO:0048148","behavioral response to cocaine","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Drd2",1
"GO:0048486","BP","GO:0048486","parasympathetic nervous system development","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Tfap2a",1
"GO:0060307","BP","GO:0060307","regulation of ventricular cardiac muscle cell membrane repolarization","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Kcne1",1
"GO:0071676","BP","GO:0071676","negative regulation of mononuclear cell migration","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Grem1",1
"GO:0098962","BP","GO:0098962","regulation of postsynaptic neurotransmitter receptor activity","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Dlgap4",1
"GO:1903975","BP","GO:1903975","regulation of glial cell migration","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Fas",1
"GO:2000136","BP","GO:2000136","regulation of cell proliferation involved in heart morphogenesis","1/149","21/29008",0.102535911450353,0.349586722488399,0.326054044479942,"Tbx5",1
"GO:0061326","BP","GO:0061326","renal tubule development","2/149","106/29008",0.103337889257904,0.351708259613424,0.328032768829668,"Grem1/Lhx1",2
"GO:0035264","BP","GO:0035264","multicellular organism growth","3/149","220/29008",0.104553530377197,0.353610059448707,0.329806547661059,"Sptbn2/Drd2/Cacna2d2",3
"GO:1901888","BP","GO:1901888","regulation of cell junction assembly","3/149","220/29008",0.104553530377197,0.353610059448707,0.329806547661059,"Tbx5/Slitrk4/Grem1",3
"GO:0001823","BP","GO:0001823","mesonephros development","2/149","107/29008",0.104965784898029,0.353610059448707,0.329806547661059,"Grem1/Lhx1",2
"GO:0050886","BP","GO:0050886","endocrine process","2/149","107/29008",0.104965784898029,0.353610059448707,0.329806547661059,"Apln/Cyp27b1",2
"GO:0048639","BP","GO:0048639","positive regulation of developmental growth","3/149","221/29008",0.105614067689961,0.353610059448707,0.329806547661059,"Tbx5/Drd2/Cacna2d2",3
"GO:0035282","BP","GO:0035282","segmentation","2/149","108/29008",0.106600679917745,0.353610059448707,0.329806547661059,"Lhx1/Cdx1",2
"GO:0007188","BP","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","3/149","222/29008",0.106678862390963,0.353610059448707,0.329806547661059,"Akap5/Drd2/Gcgr",3
"GO:0001975","BP","GO:0001975","response to amphetamine","1/149","22/29008",0.107149088018949,0.353610059448707,0.329806547661059,"Drd2",1
"GO:0010039","BP","GO:0010039","response to iron ion","1/149","22/29008",0.107149088018949,0.353610059448707,0.329806547661059,"Tfap2a",1
"GO:0030252","BP","GO:0030252","growth hormone secretion","1/149","22/29008",0.107149088018949,0.353610059448707,0.329806547661059,"Drd2",1
"GO:0036158","BP","GO:0036158","outer dynein arm assembly","1/149","22/29008",0.107149088018949,0.353610059448707,0.329806547661059,"Dnah17",1
"GO:0046325","BP","GO:0046325","negative regulation of glucose import","1/149","22/29008",0.107149088018949,0.353610059448707,0.329806547661059,"Upk3b",1
"GO:0048532","BP","GO:0048532","anatomical structure arrangement","1/149","22/29008",0.107149088018949,0.353610059448707,0.329806547661059,"Tfap2a",1
"GO:0051383","BP","GO:0051383","kinetochore organization","1/149","22/29008",0.107149088018949,0.353610059448707,0.329806547661059,"Cenpe",1
"GO:0060749","BP","GO:0060749","mammary gland alveolus development","1/149","22/29008",0.107149088018949,0.353610059448707,0.329806547661059,"Agap2",1
"GO:0061323","BP","GO:0061323","cell proliferation involved in heart morphogenesis","1/149","22/29008",0.107149088018949,0.353610059448707,0.329806547661059,"Tbx5",1
"GO:0061377","BP","GO:0061377","mammary gland lobule development","1/149","22/29008",0.107149088018949,0.353610059448707,0.329806547661059,"Agap2",1
"GO:0071625","BP","GO:0071625","vocalization behavior","1/149","22/29008",0.107149088018949,0.353610059448707,0.329806547661059,"Brinp1",1
"GO:0043434","BP","GO:0043434","response to peptide hormone","4/149","351/29008",0.107498999590676,0.354167579459516,0.330326537817175,"Cyp27b1/Aanat/Ncoa5/Gcgr",4
"GO:0005976","BP","GO:0005976","polysaccharide metabolic process","2/149","110/29008",0.109891014633605,0.355565293792134,0.331630164018805,"Ppp3r2/Gcgr",2
"GO:0048704","BP","GO:0048704","embryonic skeletal system morphogenesis","2/149","110/29008",0.109891014633605,0.355565293792134,0.331630164018805,"Lhx1/Tfap2a",2
"GO:0007160","BP","GO:0007160","cell-matrix adhesion","3/149","225/29008",0.109898519774521,0.355565293792134,0.331630164018805,"Cd96/Cntn2/Grem1",3
"GO:0050890","BP","GO:0050890","cognition","4/149","354/29008",0.109986581752726,0.355565293792134,0.331630164018805,"Cntn2/Brinp1/Drd2/Lhx8",4
"GO:0071482","BP","GO:0071482","cellular response to light stimulus","2/149","111/29008",0.111546230011849,0.355565293792134,0.331630164018805,"Noc2l/Aipl1",2
"GO:1905477","BP","GO:1905477","positive regulation of protein localization to membrane","2/149","111/29008",0.111546230011849,0.355565293792134,0.331630164018805,"Stac2/Akap5",2
"GO:0003417","BP","GO:0003417","growth plate cartilage development","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Matn1",1
"GO:0007625","BP","GO:0007625","grooming behavior","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Drd2",1
"GO:0010996","BP","GO:0010996","response to auditory stimulus","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Drd2",1
"GO:0021511","BP","GO:0021511","spinal cord patterning","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Foxn4",1
"GO:0021535","BP","GO:0021535","cell migration in hindbrain","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Nhlh2",1
"GO:0031649","BP","GO:0031649","heat generation","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Apln",1
"GO:0051969","BP","GO:0051969","regulation of transmission of nerve impulse","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Fgf12",1
"GO:0071467","BP","GO:0071467","cellular response to pH","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Kcne1",1
"GO:0072202","BP","GO:0072202","cell differentiation involved in metanephros development","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Grem1",1
"GO:0099149","BP","GO:0099149","regulation of postsynaptic neurotransmitter receptor internalization","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Akap5",1
"GO:0099170","BP","GO:0099170","postsynaptic modulation of chemical synaptic transmission","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Drd2",1
"GO:0099625","BP","GO:0099625","ventricular cardiac muscle cell membrane repolarization","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Kcne1",1
"GO:1901017","BP","GO:1901017","negative regulation of potassium ion transmembrane transporter activity","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Kcne1",1
"GO:1904666","BP","GO:1904666","regulation of ubiquitin protein ligase activity","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Mastl",1
"GO:2000757","BP","GO:2000757","negative regulation of peptidyl-lysine acetylation","1/149","23/29008",0.111738710108412,0.355565293792134,0.331630164018805,"Noc2l",1
"GO:0006820","BP","GO:0006820","anion transport","5/149","495/29008",0.112337404881203,0.356714799618184,0.332702290045413,"Drd2/Slc38a6/Slc22a6/Slc13a2/Slc44a4",5
"GO:0097305","BP","GO:0097305","response to alcohol","3/149","229/29008",0.114249350596091,0.356714799618184,0.332702290045413,"Cyp27b1/Aanat/Drd2",3
"GO:0003181","BP","GO:0003181","atrioventricular valve morphogenesis","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Tbx5",1
"GO:0003283","BP","GO:0003283","atrial septum development","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Tbx5",1
"GO:0009190","BP","GO:0009190","cyclic nucleotide biosynthetic process","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Gucy2e",1
"GO:0014075","BP","GO:0014075","response to amine","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Drd2",1
"GO:0032331","BP","GO:0032331","negative regulation of chondrocyte differentiation","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Grem1",1
"GO:0032515","BP","GO:0032515","negative regulation of phosphoprotein phosphatase activity","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Mastl",1
"GO:0040019","BP","GO:0040019","positive regulation of embryonic development","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Lhx1",1
"GO:0046496","BP","GO:0046496","nicotinamide nucleotide metabolic process","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Art2b",1
"GO:0048485","BP","GO:0048485","sympathetic nervous system development","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Tfap2a",1
"GO:0052652","BP","GO:0052652","cyclic purine nucleotide metabolic process","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Gucy2e",1
"GO:0055064","BP","GO:0055064","chloride ion homeostasis","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Car12",1
"GO:0060339","BP","GO:0060339","negative regulation of type I interferon-mediated signaling pathway","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Oas1e",1
"GO:1900006","BP","GO:1900006","positive regulation of dendrite development","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Sez6",1
"GO:1901739","BP","GO:1901739","regulation of myoblast fusion","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Scgb3a1",1
"GO:2000738","BP","GO:2000738","positive regulation of stem cell differentiation","1/149","24/29008",0.116304897177374,0.356714799618184,0.332702290045413,"Tbx5",1
"GO:0031668","BP","GO:0031668","cellular response to extracellular stimulus","3/149","231/29008",0.116449111067655,0.356714799618184,0.332702290045413,"Fas/Cyp27b1/Gcgr",3
"GO:0002062","BP","GO:0002062","chondrocyte differentiation","2/149","115/29008",0.118231505762085,0.356714799618184,0.332702290045413,"Grem1/Matn1",2
"GO:0019751","BP","GO:0019751","polyol metabolic process","2/149","115/29008",0.118231505762085,0.356714799618184,0.332702290045413,"Cyp27b1/Acer1",2
"GO:0051225","BP","GO:0051225","spindle assembly","2/149","115/29008",0.118231505762085,0.356714799618184,0.332702290045413,"Cenpe/Mybl2",2
"GO:0072009","BP","GO:0072009","nephron epithelium development","2/149","115/29008",0.118231505762085,0.356714799618184,0.332702290045413,"Grem1/Lhx1",2
"GO:1903076","BP","GO:1903076","regulation of protein localization to plasma membrane","2/149","115/29008",0.118231505762085,0.356714799618184,0.332702290045413,"Stac2/Akap5",2
"GO:0002716","BP","GO:0002716","negative regulation of natural killer cell mediated immunity","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Cd96",1
"GO:0002719","BP","GO:0002719","negative regulation of cytokine production involved in immune response","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Cd96",1
"GO:0002903","BP","GO:0002903","negative regulation of B cell apoptotic process","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Noc2l",1
"GO:0007413","BP","GO:0007413","axonal fasciculation","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Cntn2",1
"GO:0010894","BP","GO:0010894","negative regulation of steroid biosynthetic process","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Cyp27b1",1
"GO:0034138","BP","GO:0034138","toll-like receptor 3 signaling pathway","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Oas1e",1
"GO:0045684","BP","GO:0045684","positive regulation of epidermis development","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Cyp27b1",1
"GO:0048857","BP","GO:0048857","neural nucleus development","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Kcne1",1
"GO:0051590","BP","GO:0051590","positive regulation of neurotransmitter transport","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Drd2",1
"GO:0055083","BP","GO:0055083","monovalent inorganic anion homeostasis","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Car12",1
"GO:0071392","BP","GO:0071392","cellular response to estradiol stimulus","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Fam210b",1
"GO:0099623","BP","GO:0099623","regulation of cardiac muscle cell membrane repolarization","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Kcne1",1
"GO:0101023","BP","GO:0101023","vascular endothelial cell proliferation","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Apln",1
"GO:0106030","BP","GO:0106030","neuron projection fasciculation","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Cntn2",1
"GO:1901984","BP","GO:1901984","negative regulation of protein acetylation","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Noc2l",1
"GO:1905562","BP","GO:1905562","regulation of vascular endothelial cell proliferation","1/149","25/29008",0.12084776808272,0.356714799618184,0.332702290045413,"Apln",1
"GO:0031348","BP","GO:0031348","negative regulation of defense response","3/149","236/29008",0.122017752982342,0.356714799618184,0.332702290045413,"Cd96/Drd2/Oas1e",3
"GO:0071241","BP","GO:0071241","cellular response to inorganic substance","3/149","237/29008",0.123143130156901,0.356714799618184,0.332702290045413,"Fas/Acer1/Tfap2a",3
"GO:0071675","BP","GO:0071675","regulation of mononuclear cell migration","2/149","118/29008",0.123310076129635,0.356714799618184,0.332702290045413,"Ccr6/Grem1",2
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","3/149","238/29008",0.124272325619583,0.356714799618184,0.332702290045413,"Fas/Bcl2l14/Agap2",3
"GO:0006612","BP","GO:0006612","protein targeting to membrane","2/149","119/29008",0.125014675844262,0.356714799618184,0.332702290045413,"Srp68/Kcne1",2
"GO:0007052","BP","GO:0007052","mitotic spindle organization","2/149","119/29008",0.125014675844262,0.356714799618184,0.332702290045413,"Cenpe/Mybl2",2
"GO:0002523","BP","GO:0002523","leukocyte migration involved in inflammatory response","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Ccr6",1
"GO:0006925","BP","GO:0006925","inflammatory cell apoptotic process","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Fas",1
"GO:0007620","BP","GO:0007620","copulation","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Ppp3r2",1
"GO:0022010","BP","GO:0022010","central nervous system myelination","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Cntn2",1
"GO:0032291","BP","GO:0032291","axon ensheathment in central nervous system","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Cntn2",1
"GO:0035813","BP","GO:0035813","regulation of renal sodium excretion","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Drd2",1
"GO:0043931","BP","GO:0043931","ossification involved in bone maturation","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Grem1",1
"GO:0045838","BP","GO:0045838","positive regulation of membrane potential","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Tcl1",1
"GO:0045939","BP","GO:0045939","negative regulation of steroid metabolic process","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Cyp27b1",1
"GO:0051354","BP","GO:0051354","negative regulation of oxidoreductase activity","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Cyp27b1",1
"GO:0060065","BP","GO:0060065","uterus development","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Lhx1",1
"GO:0071880","BP","GO:0071880","adenylate cyclase-activating adrenergic receptor signaling pathway","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Drd2",1
"GO:0072567","BP","GO:0072567","chemokine (C-X-C motif) ligand 2 production","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Oas1e",1
"GO:1901018","BP","GO:1901018","positive regulation of potassium ion transmembrane transporter activity","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Kcne1",1
"GO:2000341","BP","GO:2000341","regulation of chemokine (C-X-C motif) ligand 2 production","1/149","26/29008",0.125367441082606,0.356714799618184,0.332702290045413,"Oas1e",1
"GO:0006470","BP","GO:0006470","protein dephosphorylation","3/149","239/29008",0.12540531161015,0.356714799618184,0.332702290045413,"Mastl/Drd2/Ppm1h",3
"GO:2000177","BP","GO:2000177","regulation of neural precursor cell proliferation","2/149","120/29008",0.126724974056043,0.356714799618184,0.332702290045413,"Drd2/Lhx1",2
"GO:0045664","BP","GO:0045664","regulation of neuron differentiation","3/149","241/29008",0.127682544013504,0.356714799618184,0.332702290045413,"Cntn2/Brinp1/Tfap2a",3
"GO:0010769","BP","GO:0010769","regulation of cell morphogenesis involved in differentiation","2/149","121/29008",0.128440868332337,0.356714799618184,0.332702290045413,"Cntn2/Akap5",2
"GO:0003094","BP","GO:0003094","glomerular filtration","1/149","27/29008",0.129864033839444,0.356714799618184,0.332702290045413,"Tmem63c",1
"GO:0006706","BP","GO:0006706","steroid catabolic process","1/149","27/29008",0.129864033839444,0.356714799618184,0.332702290045413,"Cyp27b1",1
"GO:0010829","BP","GO:0010829","negative regulation of glucose transmembrane transport","1/149","27/29008",0.129864033839444,0.356714799618184,0.332702290045413,"Upk3b",1
"GO:0010954","BP","GO:0010954","positive regulation of protein processing","1/149","27/29008",0.129864033839444,0.356714799618184,0.332702290045413,"Cntn2",1
