"geneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Pllp"	27655.88261	-0.50251506	0.155861593	-3.224110903	0.001263645	0.073091577
"Hsf4"	329.2418048	1.200288391	0.352041196	3.409511172	0.000650794	0.0456677
"Kctd19"	12.73397034	5.534349541	1.762929297	3.139291831	0.001693567	0.088665397
"Cdh3"	556.8077844	-1.020182974	0.265602373	-3.841016039	0.000122526	0.012789428
"Fa2h"	23820.17338	-0.880217108	0.159581903	-5.515770217	3.47e-08	1.45e-05
"Vat1l"	32316.82992	-0.51069828	0.12514746	-4.08077224	4.49e-05	0.00567914
"Mbtps1"	8941.19866	-0.426390622	0.094646133	-4.505103448	6.63e-06	0.001191349
"Mvd"	955.092511	-1.770857477	0.20447523	-8.660498764	4.7e-18	1.96e-14
"2310022B05Rik"	4515.643191	-0.37714017	0.116536758	-3.236233577	0.001211182	0.072181682
"BC021891"	283.3229138	1.266571022	0.341142163	3.712736683	0.00020503	0.019345813
"Kcnk1"	7366.820367	-0.656461048	0.16565587	-3.962799799	7.41e-05	0.008359065
"Mtmr2"	3601.874523	-0.465404694	0.117049377	-3.976139866	7e-05	0.008067497
"Cdkn2d"	875.8622867	-0.686028392	0.15214714	-4.508979886	6.51e-06	0.001187744
"Ldlr"	6883.850795	-0.941896753	0.141343566	-6.663881337	2.67e-11	2.34e-08
"Scn3b"	1414.174178	-1.670969724	0.217844701	-7.67046303	1.71e-14	2.86e-11
"Hspa8"	26349.40802	0.369052516	0.088613856	4.164726978	3.12e-05	0.004198488
"Sc5d"	8316.250252	-0.952941481	0.102032847	-9.339555937	9.67e-21	5.39e-17
"Hyou1"	3694.033492	0.412054463	0.08490803	4.85295048	1.22e-06	0.000278285
"Mpi"	909.2649167	-0.558594885	0.181152021	-3.083569714	0.002045332	0.099880371
"Leo1"	701.4080504	0.831498352	0.199790802	4.16184501	3.16e-05	0.004217825
"Tmod2"	18150.15259	-0.505544461	0.116023912	-4.357243718	1.32e-05	0.002075187
"Elovl4"	736.127255	-1.191429735	0.201032282	-5.926559284	3.09e-09	1.52e-06
"Slc9a9"	1877.741398	0.56148085	0.16023182	3.504178201	0.000458019	0.036054526
"Chst2"	7636.747872	-0.675612214	0.148442911	-4.551326912	5.33e-06	0.001011713
"Amotl2"	11472.95751	-0.281251513	0.087666416	-3.208201333	0.00133568	0.074856325
"Manf"	2083.715039	0.567159068	0.134278502	4.223751828	2.4e-05	0.003429681
"Uba7"	938.3155353	0.709914518	0.21477253	3.305425136	0.000948324	0.060681858
"Scap"	5558.360612	-0.255283907	0.078422122	-3.25525374	0.001132911	0.069053819
"Cmtm6"	13886.27722	-0.331908255	0.093672695	-3.543276466	0.000395188	0.03188424
"Slc25a38"	805.6732229	-0.672767653	0.216932488	-3.101276614	0.001926882	0.096726895
"Mid1ip1"	9706.567639	-0.286516326	0.081316944	-3.52345171	0.000425965	0.033876365
"Prrg3"	20821.34257	-0.773763606	0.118601598	-6.524057179	6.84e-11	5.44e-08
"Nsdhl"	1770.918848	-1.104309273	0.164942021	-6.695136079	2.15e-11	2.12e-08
"Pja1"	6498.646055	-0.485479186	0.140758964	-3.449010803	0.000562644	0.041763203
"Tmem28"	115.8998058	-1.525230096	0.488539629	-3.122019189	0.001796152	0.093160061
"Itm2a"	9419.713765	-0.42508254	0.126406993	-3.362808724	0.000771538	0.051633323
"Drp2"	116390.1794	-0.430326205	0.121435045	-3.543673928	0.000394593	0.03188424
"Gprasp1"	2920.816112	0.366075359	0.114446645	3.198655226	0.001380702	0.076409657
"Rnf128"	1007.350554	-0.724317394	0.23277875	-3.111613033	0.001860682	0.095559653
"Tsc22d3"	21771.97867	-1.012924977	0.165430078	-6.122979509	9.18e-10	5.9e-07
"Erdr1"	755.3379241	1.136156092	0.358280483	3.171135871	0.001518441	0.081284784
